txn_id,txn_number,store_id,txn_datetime,customer_id,payment_method,total_items,subtotal_amount,tax_amount,discount_amount,total_amount,created_at
1052,TXN-001052,1,2024-11-22 15:22:04,,EWALLET,7,105.8,8.42,0.55,113.67,2024-11-22 15:22:04
1053,TXN-001053,1,2024-05-06 10:49:36,,CARD,15,271.22,21.64,0.81,292.05,2024-05-06 10:49:36
1054,TXN-001054,1,2025-02-25 10:06:16,37,CARD,9,341.31,26.88,5.38,362.81,2025-02-25 10:06:16
1055,TXN-001055,1,2024-02-05 12:45:32,69,CARD,5,81.84,6.37,2.28,85.93,2024-02-05 12:45:32
1056,TXN-001056,1,2024-06-06 12:13:01,44,CARD,3,25.92,2.08,0.0,28.0,2024-06-06 12:13:01
1057,TXN-001057,1,2025-03-15 14:53:24,264,EWALLET,16,259.82,19.49,16.27,263.04,2025-03-15 14:53:24
1058,TXN-001058,1,2024-07-01 18:45:39,189,CARD,13,217.15,17.37,0.0,234.52,2024-07-01 18:45:39
1059,TXN-001059,1,2024-03-24 13:42:55,,EWALLET,16,157.48,11.71,11.22,157.97,2024-03-24 13:42:55
1060,TXN-001060,1,2024-03-08 10:47:20,,CARD,10,285.24,22.82,0.0,308.06,2024-03-08 10:47:20
1061,TXN-001061,1,2024-03-31 13:44:09,,CASH,15,194.18,14.84,8.58,200.44,2024-03-31 13:44:09
1062,TXN-001062,1,2024-09-24 12:04:17,81,EWALLET,8,120.37,9.35,3.33,126.39,2024-09-24 12:04:17
1063,TXN-001063,1,2024-06-30 16:50:19,,CARD,17,286.42,20.95,24.56,282.81,2024-06-30 16:50:19
1064,TXN-001064,1,2024-04-29 13:13:48,408,CARD,3,61.77,4.94,0.0,66.71,2024-04-29 13:13:48
1065,TXN-001065,1,2024-08-06 11:29:06,,CARD,10,237.04,18.47,6.2,249.31,2024-08-06 11:29:06
1066,TXN-001066,1,2024-01-02 13:55:13,,CARD,7,143.7,10.95,6.84,147.81,2024-01-02 13:55:13
1067,TXN-001067,1,2024-10-05 10:43:36,269,CARD,14,378.29,29.32,11.77,395.84,2024-10-05 10:43:36
1068,TXN-001068,1,2024-01-22 17:49:32,,CASH,4,176.46,14.12,0.0,190.58,2024-01-22 17:49:32
1069,TXN-001069,1,2024-03-24 11:41:35,311,EWALLET,7,255.11,20.34,0.81,274.64,2024-03-24 11:41:35
1070,TXN-001070,1,2024-05-06 13:22:22,9,CARD,8,142.71,11.27,1.77,152.21,2024-05-06 13:22:22
1071,TXN-001071,1,2024-04-24 13:50:36,440,EWALLET,9,167.64,13.16,3.12,177.68,2024-04-24 13:50:36
1072,TXN-001072,1,2024-01-23 19:11:25,,EWALLET,8,225.3,18.0,0.29,243.01,2024-01-23 19:11:25
1073,TXN-001073,1,2024-09-29 08:17:40,336,CASH,15,353.32,28.18,1.03,380.47,2024-09-29 08:17:40
1074,TXN-001074,1,2025-01-24 16:58:20,153,EWALLET,11,200.88,16.08,0.0,216.96,2025-01-24 16:58:20
1075,TXN-001075,1,2024-10-17 09:15:13,,CARD,10,170.1,13.39,2.76,180.73,2024-10-17 09:15:13
1076,TXN-001076,1,2024-12-04 18:03:47,,EWALLET,8,147.93,11.5,4.17,155.26,2024-12-04 18:03:47
1077,TXN-001077,1,2024-09-15 20:31:56,448,CARD,10,282.51,21.19,17.72,285.98,2024-09-15 20:31:56
1078,TXN-001078,1,2024-04-20 14:40:35,180,CARD,9,136.14,10.72,2.18,144.68,2024-04-20 14:40:35
1079,TXN-001079,1,2024-07-20 15:49:31,,CARD,10,62.0,4.84,1.48,65.36,2024-07-20 15:49:31
1080,TXN-001080,1,2025-02-16 18:34:25,475,CARD,5,185.35,14.62,2.5,197.47,2025-02-16 18:34:25
1081,TXN-001081,1,2024-07-06 17:29:03,52,CARD,13,218.73,16.56,11.65,223.64,2024-07-06 17:29:03
1082,TXN-001082,1,2024-10-18 21:53:38,383,EWALLET,7,122.42,9.8,0.0,132.22,2024-10-18 21:53:38
1083,TXN-001083,1,2025-05-08 08:04:39,74,CASH,7,187.49,14.85,1.87,200.47,2025-05-08 08:04:39
1084,TXN-001084,1,2024-07-10 20:37:45,161,EWALLET,8,223.56,17.87,0.0,241.43,2024-07-10 20:37:45
1085,TXN-001085,1,2024-04-21 15:18:48,32,CARD,15,289.77,23.19,0.0,312.96,2024-04-21 15:18:48
1086,TXN-001086,1,2024-07-31 21:17:37,433,EWALLET,14,362.42,28.44,6.86,384.0,2024-07-31 21:17:37
1087,TXN-001087,1,2024-08-15 20:38:25,98,CARD,7,196.13,15.69,0.0,211.82,2024-08-15 20:38:25
1088,TXN-001088,1,2024-07-20 13:32:59,80,CARD,17,285.86,22.16,9.05,298.97,2024-07-20 13:32:59
1089,TXN-001089,1,2024-05-09 18:49:37,136,CARD,6,72.66,5.81,0.0,78.47,2024-05-09 18:49:37
1090,TXN-001090,1,2025-02-11 15:32:56,250,EWALLET,11,360.6,28.85,0.0,389.45,2025-02-11 15:32:56
1091,TXN-001091,1,2024-09-05 20:19:39,63,EWALLET,21,194.67,15.46,1.36,208.77,2024-09-05 20:19:39
1092,TXN-001092,1,2024-07-23 16:02:46,,CASH,5,111.69,8.71,2.83,117.57,2024-07-23 16:02:46
1093,TXN-001093,1,2025-01-14 19:34:33,,CASH,9,271.41,21.71,0.0,293.12,2025-01-14 19:34:33
1094,TXN-001094,1,2025-05-02 16:40:17,,CASH,4,110.28,8.57,3.14,115.71,2025-05-02 16:40:17
1095,TXN-001095,1,2024-11-04 11:34:13,,CARD,8,108.01,8.63,0.0,116.64,2024-11-04 11:34:13
1096,TXN-001096,1,2025-01-03 18:49:48,,CARD,6,180.27,14.33,1.07,193.53,2025-01-03 18:49:48
1097,TXN-001097,1,2025-04-02 15:00:21,258,CASH,3,69.95,5.47,1.64,73.78,2025-04-02 15:00:21
1098,TXN-001098,1,2025-05-07 20:56:11,,CASH,17,358.47,27.98,8.72,377.73,2025-05-07 20:56:11
1099,TXN-001099,1,2024-09-18 13:05:02,,EWALLET,4,82.78,6.56,0.78,88.56,2024-09-18 13:05:02
1100,TXN-001100,1,2024-07-14 13:43:55,,CASH,11,341.79,26.82,6.51,362.1,2024-07-14 13:43:55
1101,TXN-001101,1,2024-06-07 15:01:59,235,CARD,17,403.54,32.13,1.92,433.75,2024-06-07 15:01:59
1102,TXN-001102,1,2024-06-09 19:54:46,,CARD,12,252.09,18.67,18.76,252.0,2024-06-09 19:54:46
1103,TXN-001103,1,2024-06-14 11:59:43,,CARD,9,281.1,22.24,3.04,300.3,2024-06-14 11:59:43
1104,TXN-001104,1,2024-12-27 16:01:07,,EWALLET,12,86.12,6.87,0.18,92.81,2024-12-27 16:01:07
1105,TXN-001105,1,2025-03-15 18:16:14,,EWALLET,12,307.83,23.39,15.51,315.71,2025-03-15 18:16:14
1106,TXN-001106,1,2024-04-19 08:49:37,,CASH,5,91.97,7.29,0.81,98.45,2024-04-19 08:49:37
1107,TXN-001107,1,2024-11-19 13:59:24,343,CARD,3,83.37,6.67,0.0,90.04,2024-11-19 13:59:24
1108,TXN-001108,1,2024-06-07 16:31:11,,CARD,8,194.96,15.6,0.0,210.56,2024-06-07 16:31:11
1109,TXN-001109,1,2024-01-05 14:12:57,,CASH,10,164.71,13.13,0.58,177.26,2024-01-05 14:12:57
1110,TXN-001110,1,2024-05-18 14:38:16,,CARD,14,281.6,22.13,4.98,298.75,2024-05-18 14:38:16
1111,TXN-001111,1,2024-05-25 18:15:50,,CARD,15,249.41,19.02,11.65,256.78,2024-05-25 18:15:50
1112,TXN-001112,1,2025-01-06 13:17:40,196,CARD,16,274.68,21.98,0.0,296.66,2025-01-06 13:17:40
1113,TXN-001113,1,2024-10-09 17:52:08,357,CARD,4,43.74,3.32,2.18,44.88,2024-10-09 17:52:08
1114,TXN-001114,1,2025-05-17 11:33:08,223,CARD,12,292.06,23.09,3.37,311.78,2025-05-17 11:33:08
1115,TXN-001115,1,2025-05-02 12:38:43,331,CARD,5,147.07,11.28,6.08,152.27,2025-05-02 12:38:43
1116,TXN-001116,1,2024-06-10 15:24:42,18,CASH,8,196.91,15.49,3.26,209.14,2024-06-10 15:24:42
1117,TXN-001117,1,2024-04-25 10:22:25,,CARD,14,245.16,19.62,0.0,264.78,2024-04-25 10:22:25
1118,TXN-001118,1,2025-03-18 14:28:34,348,CARD,11,184.85,14.34,5.57,193.62,2025-03-18 14:28:34
1119,TXN-001119,1,2024-12-04 11:02:28,,CASH,6,82.01,6.57,0.0,88.58,2024-12-04 11:02:28
1120,TXN-001120,1,2024-04-05 18:43:32,,CARD,11,211.24,16.9,0.0,228.14,2024-04-05 18:43:32
1121,TXN-001121,1,2024-03-10 10:57:17,327,CARD,10,170.5,12.4,15.55,167.35,2024-03-10 10:57:17
1122,TXN-001122,1,2024-01-28 11:21:07,,CARD,18,408.73,29.17,44.06,393.84,2024-01-28 11:21:07
1123,TXN-001123,1,2025-01-20 08:50:50,153,CARD,12,373.26,29.85,0.0,403.11,2025-01-20 08:50:50
1124,TXN-001124,1,2025-03-30 19:38:45,,CASH,19,348.76,27.71,2.28,374.19,2025-03-30 19:38:45
1125,TXN-001125,1,2025-03-08 10:11:08,208,CASH,19,382.59,29.37,15.23,396.73,2025-03-08 10:11:08
1126,TXN-001126,1,2025-03-27 13:01:33,361,CARD,3,48.21,3.73,1.6,50.34,2025-03-27 13:01:33
1127,TXN-001127,1,2024-10-17 12:35:37,,CASH,15,316.98,24.62,9.24,332.36,2024-10-17 12:35:37
1128,TXN-001128,1,2024-02-24 16:39:18,42,EWALLET,14,259.49,19.81,12.01,267.29,2024-02-24 16:39:18
1129,TXN-001129,1,2024-10-26 13:18:46,478,EWALLET,11,228.71,17.26,12.94,233.03,2024-10-26 13:18:46
1130,TXN-001130,1,2024-06-02 15:44:04,486,CARD,9,133.12,10.66,0.0,143.78,2024-06-02 15:44:04
1131,TXN-001131,1,2024-05-16 17:42:03,,EWALLET,16,232.32,18.59,0.0,250.91,2024-05-16 17:42:03
1132,TXN-001132,1,2024-04-05 09:35:22,197,CARD,10,277.79,22.23,0.0,300.02,2024-04-05 09:35:22
1133,TXN-001133,1,2024-03-18 12:31:41,304,CASH,11,211.76,16.74,2.52,225.98,2024-03-18 12:31:41
1134,TXN-001134,1,2024-02-29 10:16:29,,EWALLET,21,378.99,30.25,0.81,408.43,2024-02-29 10:16:29
1135,TXN-001135,1,2024-02-28 18:58:26,428,CASH,16,242.44,19.39,0.0,261.83,2024-02-28 18:58:26
1136,TXN-001136,1,2024-12-29 18:03:40,202,CARD,11,185.12,14.16,8.08,191.2,2024-12-29 18:03:40
1137,TXN-001137,1,2025-02-10 14:23:15,,CARD,10,121.97,9.42,4.3,127.09,2025-02-10 14:23:15
1138,TXN-001138,1,2024-05-16 14:31:17,,CARD,16,355.79,28.31,2.06,382.04,2024-05-16 14:31:17
1139,TXN-001139,1,2024-01-13 18:10:50,60,CARD,19,291.88,20.54,35.25,277.17,2024-01-13 18:10:50
1140,TXN-001140,1,2024-05-05 15:21:43,129,CARD,6,191.24,15.3,0.0,206.54,2024-05-05 15:21:43
1141,TXN-001141,1,2024-12-17 15:19:28,34,CARD,11,192.49,15.4,0.0,207.89,2024-12-17 15:19:28
1142,TXN-001142,1,2025-03-21 11:03:50,,CARD,9,94.39,7.3,3.02,98.67,2025-03-21 11:03:50
1143,TXN-001143,1,2025-04-22 17:45:39,113,EWALLET,2,28.14,2.25,0.0,30.39,2025-04-22 17:45:39
1144,TXN-001144,1,2024-10-10 17:26:55,,EWALLET,12,232.14,18.58,0.0,250.72,2024-10-10 17:26:55
1145,TXN-001145,1,2025-04-15 16:56:15,,CARD,8,144.85,11.33,3.18,153.0,2025-04-15 16:56:15
1146,TXN-001146,1,2024-07-19 22:58:13,,CARD,12,213.13,17.01,0.43,229.71,2024-07-19 22:58:13
1147,TXN-001147,1,2024-09-23 16:03:34,,CARD,5,38.2,2.97,1.08,40.09,2024-09-23 16:03:34
1148,TXN-001148,1,2024-11-18 11:02:06,32,EWALLET,20,238.7,19.1,0.0,257.8,2024-11-18 11:02:06
1149,TXN-001149,1,2024-07-17 20:58:20,354,EWALLET,8,146.88,11.7,0.75,157.83,2024-07-17 20:58:20
1150,TXN-001150,1,2025-03-27 12:12:28,148,CARD,2,57.37,4.59,0.0,61.96,2025-03-27 12:12:28
1151,TXN-001151,1,2025-01-09 14:24:46,,CARD,7,206.44,16.31,2.63,220.12,2025-01-09 14:24:46
1152,TXN-001152,1,2024-08-16 19:18:17,363,CARD,10,242.08,19.03,4.32,256.79,2024-08-16 19:18:17
1153,TXN-001153,1,2024-09-21 14:48:31,26,CARD,12,162.25,12.17,10.06,164.36,2024-09-21 14:48:31
1154,TXN-001154,1,2024-01-03 11:17:44,,CARD,16,321.96,25.44,3.88,343.52,2024-01-03 11:17:44
1155,TXN-001155,1,2025-02-15 18:45:27,325,CARD,11,193.44,15.28,2.52,206.2,2025-02-15 18:45:27
1156,TXN-001156,1,2025-01-10 10:32:14,,EWALLET,5,144.5,11.56,0.0,156.06,2025-01-10 10:32:14
1157,TXN-001157,1,2024-03-07 19:12:46,,CARD,6,57.82,4.63,0.0,62.45,2024-03-07 19:12:46
1158,TXN-001158,1,2024-03-28 18:21:41,,CARD,13,144.93,11.37,2.76,153.54,2024-03-28 18:21:41
1159,TXN-001159,1,2024-12-27 10:41:09,,CARD,12,192.91,15.03,5.01,202.93,2024-12-27 10:41:09
1160,TXN-001160,1,2024-01-02 17:11:13,,CARD,3,51.4,4.11,0.0,55.51,2024-01-02 17:11:13
1161,TXN-001161,1,2025-05-31 16:01:27,230,CARD,13,343.3,26.47,12.28,357.49,2025-05-31 16:01:27
1162,TXN-001162,1,2024-12-08 16:11:29,287,CARD,12,200.96,15.97,1.41,215.52,2024-12-08 16:11:29
1163,TXN-001163,1,2025-05-11 15:13:56,,CARD,21,511.19,38.66,28.2,521.65,2025-05-11 15:13:56
1164,TXN-001164,1,2024-01-15 09:15:34,152,CARD,15,559.23,44.52,2.83,600.92,2024-01-15 09:15:34
1165,TXN-001165,1,2024-07-12 17:10:47,295,CASH,17,373.14,29.4,5.52,397.02,2024-07-12 17:10:47
1166,TXN-001166,1,2024-03-29 17:15:56,434,EWALLET,13,201.58,15.53,7.44,209.67,2024-03-29 17:15:56
1167,TXN-001167,1,2024-02-20 11:08:42,,CARD,12,184.68,14.59,2.46,196.81,2024-02-20 11:08:42
1168,TXN-001168,1,2025-02-25 17:28:59,174,EWALLET,15,216.72,17.04,3.82,229.94,2025-02-25 17:28:59
1169,TXN-001169,1,2024-08-19 13:48:22,,EWALLET,8,159.72,12.55,2.84,169.43,2024-08-19 13:48:22
1170,TXN-001170,1,2024-02-29 12:47:11,338,CARD,4,35.64,2.85,0.0,38.49,2024-02-29 12:47:11
1171,TXN-001171,1,2024-07-13 12:00:23,,CARD,11,186.83,13.35,19.98,180.2,2024-07-13 12:00:23
1172,TXN-001172,1,2024-02-14 21:05:57,,CARD,11,110.49,8.78,0.75,118.52,2024-02-14 21:05:57
1173,TXN-001173,1,2024-07-15 15:46:50,207,CARD,12,136.92,10.63,4.08,143.47,2024-07-15 15:46:50
1174,TXN-001174,1,2024-04-02 10:51:00,358,CARD,7,67.72,5.42,0.0,73.14,2024-04-02 10:51:00
1175,TXN-001175,1,2024-11-02 20:30:14,202,CARD,19,352.76,27.21,12.69,367.28,2024-11-02 20:30:14
1176,TXN-001176,1,2024-06-25 11:34:27,53,CARD,15,305.87,24.47,0.0,330.34,2024-06-25 11:34:27
1177,TXN-001177,1,2024-04-13 13:25:28,151,CARD,14,259.06,20.0,9.02,270.04,2024-04-13 13:25:28
1178,TXN-001178,1,2024-02-29 12:16:18,172,CASH,3,46.58,3.73,0.0,50.31,2024-02-29 12:16:18
1179,TXN-001179,1,2024-06-15 13:00:56,152,CARD,21,235.03,17.5,16.33,236.2,2024-06-15 13:00:56
1180,TXN-001180,1,2024-01-04 12:34:28,291,CARD,8,368.49,29.48,0.0,397.97,2024-01-04 12:34:28
1181,TXN-001181,1,2025-02-03 09:36:08,426,CARD,5,115.6,9.25,0.0,124.85,2025-02-03 09:36:08
1182,TXN-001182,1,2024-05-24 12:53:55,,CARD,8,125.91,10.07,0.0,135.98,2024-05-24 12:53:55
1183,TXN-001183,1,2025-01-03 14:22:44,,CARD,7,101.03,8.08,0.0,109.11,2025-01-03 14:22:44
1184,TXN-001184,1,2024-12-15 14:46:45,401,CARD,16,226.6,16.9,15.35,228.15,2024-12-15 14:46:45
1185,TXN-001185,1,2024-09-30 12:35:22,,CARD,17,297.65,23.32,6.06,314.91,2024-09-30 12:35:22
1186,TXN-001186,1,2024-12-28 15:28:35,55,CARD,17,207.21,15.24,16.62,205.83,2024-12-28 15:28:35
1187,TXN-001187,1,2025-01-31 10:03:12,421,CASH,9,102.39,8.0,2.43,107.96,2025-01-31 10:03:12
1188,TXN-001188,1,2024-04-06 21:05:27,,CASH,12,177.42,13.31,11.04,179.69,2024-04-06 21:05:27
1189,TXN-001189,1,2024-02-29 14:45:45,478,CARD,6,132.3,10.06,6.6,135.76,2024-02-29 14:45:45
1190,TXN-001190,1,2024-04-22 16:52:41,351,CARD,13,302.15,24.17,0.0,326.32,2024-04-22 16:52:41
1191,TXN-001191,1,2025-02-09 10:38:31,,CARD,16,379.85,29.72,8.52,401.05,2025-02-09 10:38:31
1192,TXN-001192,1,2024-02-01 18:53:16,,CASH,8,262.72,20.71,3.84,279.59,2024-02-01 18:53:16
1193,TXN-001193,1,2025-05-18 16:35:47,21,EWALLET,20,382.34,29.49,13.91,397.92,2025-05-18 16:35:47
1194,TXN-001194,1,2024-10-04 21:31:35,,CARD,4,94.99,7.4,2.52,99.87,2024-10-04 21:31:35
1195,TXN-001195,1,2024-05-24 15:17:00,139,CASH,5,27.93,2.21,0.4,29.74,2024-05-24 15:17:00
1196,TXN-001196,1,2024-05-23 19:02:16,314,EWALLET,11,127.58,10.18,0.23,137.53,2024-05-23 19:02:16
1197,TXN-001197,1,2025-03-06 18:59:33,379,EWALLET,14,163.8,12.83,3.5,173.13,2025-03-06 18:59:33
1198,TXN-001198,1,2024-02-04 13:18:38,376,CARD,14,283.44,22.64,0.36,305.72,2024-02-04 13:18:38
1199,TXN-001199,1,2025-05-27 18:43:09,,CARD,11,217.17,17.11,3.28,231.0,2025-05-27 18:43:09
1200,TXN-001200,1,2024-03-25 10:05:05,,CARD,16,315.11,25.09,1.53,338.67,2024-03-25 10:05:05
1201,TXN-001201,1,2024-04-12 18:22:35,412,CARD,9,196.91,15.75,0.0,212.66,2024-04-12 18:22:35
1202,TXN-001202,1,2025-03-21 11:03:33,479,CARD,5,83.73,6.7,0.0,90.43,2025-03-21 11:03:33
1203,TXN-001203,1,2025-02-25 20:04:40,484,EWALLET,10,184.82,14.5,3.48,195.84,2025-02-25 20:04:40
1204,TXN-001204,1,2024-08-20 14:13:17,332,CARD,12,242.84,19.27,2.1,260.01,2024-08-20 14:13:17
1205,TXN-001205,1,2024-06-26 15:29:28,39,CARD,14,247.49,19.62,2.06,265.05,2024-06-26 15:29:28
1206,TXN-001206,1,2024-01-25 12:36:21,135,CARD,3,14.69,1.18,0.0,15.87,2024-01-25 12:36:21
1207,TXN-001207,1,2024-09-21 22:50:57,482,EWALLET,12,189.24,14.92,2.71,201.45,2024-09-21 22:50:57
1208,TXN-001208,1,2024-02-11 16:23:09,334,CARD,13,233.88,18.38,4.17,248.09,2024-02-11 16:23:09
1209,TXN-001209,1,2024-12-27 18:06:31,311,CARD,9,177.48,13.89,3.71,187.66,2024-12-27 18:06:31
1210,TXN-001210,1,2024-09-12 11:19:23,222,EWALLET,11,172.63,13.81,0.0,186.44,2024-09-12 11:19:23
1211,TXN-001211,1,2024-08-13 13:42:24,469,EWALLET,8,202.05,15.75,5.28,212.52,2024-08-13 13:42:24
1212,TXN-001212,1,2025-01-21 14:31:30,74,CARD,11,225.55,17.52,6.63,236.44,2025-01-21 14:31:30
1213,TXN-001213,1,2025-05-31 12:48:14,,CARD,5,103.77,7.69,7.59,103.87,2025-05-31 12:48:14
1214,TXN-001214,1,2025-03-15 14:30:07,350,CASH,12,138.73,9.91,14.93,133.71,2025-03-15 14:30:07
1215,TXN-001215,1,2025-02-18 12:17:52,363,CARD,11,149.11,11.64,3.68,157.07,2025-02-18 12:17:52
1216,TXN-001216,1,2024-08-23 13:51:48,30,EWALLET,10,117.32,9.39,0.0,126.71,2024-08-23 13:51:48
1217,TXN-001217,1,2025-01-29 11:49:11,,CARD,18,235.36,18.3,6.58,247.08,2025-01-29 11:49:11
1218,TXN-001218,1,2025-04-12 16:48:28,,CASH,16,216.68,16.68,8.2,225.16,2025-04-12 16:48:28
1219,TXN-001219,1,2024-03-26 21:48:27,60,CARD,5,66.9,5.14,2.64,69.4,2024-03-26 21:48:27
1220,TXN-001220,1,2024-02-21 08:24:47,,CASH,9,114.74,9.17,0.0,123.91,2024-02-21 08:24:47
1221,TXN-001221,1,2024-06-10 15:32:46,350,CASH,14,342.0,27.36,0.0,369.36,2024-06-10 15:32:46
1222,TXN-001222,1,2024-07-06 16:24:14,,CASH,8,272.32,21.52,3.27,290.57,2024-07-06 16:24:14
1223,TXN-001223,1,2024-06-08 16:49:00,329,CARD,9,217.21,16.15,15.48,217.88,2024-06-08 16:49:00
1224,TXN-001224,1,2025-03-29 15:38:34,358,CASH,12,169.86,12.65,11.83,170.68,2025-03-29 15:38:34
1225,TXN-001225,1,2024-10-05 19:59:24,344,CARD,13,103.08,7.48,9.77,100.79,2024-10-05 19:59:24
1226,TXN-001226,1,2024-08-11 13:44:10,265,CASH,15,247.36,18.16,20.55,244.97,2024-08-11 13:44:10
1227,TXN-001227,1,2024-11-04 19:11:54,,EWALLET,9,148.09,11.8,0.68,159.21,2024-11-04 19:11:54
1228,TXN-001228,1,2024-03-21 21:13:12,425,CARD,11,218.01,16.99,5.68,229.32,2024-03-21 21:13:12
1229,TXN-001229,1,2025-01-05 13:42:47,18,CARD,7,124.01,8.98,11.89,121.1,2025-01-05 13:42:47
1230,TXN-001230,1,2024-04-24 16:32:08,67,CARD,7,144.39,11.55,0.0,155.94,2024-04-24 16:32:08
1231,TXN-001231,1,2024-01-07 17:55:16,279,CARD,7,156.63,12.26,3.41,165.48,2024-01-07 17:55:16
1232,TXN-001232,1,2024-02-09 22:33:03,,CARD,5,75.48,5.81,2.78,78.51,2024-02-09 22:33:03
1233,TXN-001233,1,2024-10-07 14:44:15,,CARD,3,33.59,2.68,0.0,36.27,2024-10-07 14:44:15
1234,TXN-001234,1,2024-07-15 13:31:03,,EWALLET,13,125.91,10.08,0.0,135.99,2024-07-15 13:31:03
1235,TXN-001235,1,2024-08-25 15:52:05,211,CARD,20,411.49,30.6,28.98,413.11,2024-08-25 15:52:05
1236,TXN-001236,1,2024-04-04 20:46:06,145,CARD,7,138.35,10.97,1.3,148.02,2024-04-04 20:46:06
1237,TXN-001237,1,2025-03-20 18:00:39,,CARD,15,290.57,22.9,4.33,309.14,2025-03-20 18:00:39
1238,TXN-001238,1,2024-04-29 16:15:17,,CARD,12,266.99,21.27,1.11,287.15,2024-04-29 16:15:17
1239,TXN-001239,1,2024-02-25 10:42:02,121,CASH,16,237.9,18.04,12.42,243.52,2024-02-25 10:42:02
1240,TXN-001240,1,2024-05-21 17:16:44,143,CARD,13,275.67,22.05,0.0,297.72,2024-05-21 17:16:44
1241,TXN-001241,1,2024-02-08 13:10:26,13,CASH,11,201.77,15.87,3.41,214.23,2024-02-08 13:10:26
1242,TXN-001242,1,2024-12-11 16:56:21,39,CASH,18,250.69,19.97,1.04,269.62,2024-12-11 16:56:21
1243,TXN-001243,1,2024-01-31 18:16:17,,CARD,4,65.16,5.15,0.8,69.51,2024-01-31 18:16:17
1244,TXN-001244,1,2025-04-15 12:58:14,,CARD,17,228.51,17.9,4.68,241.73,2025-04-15 12:58:14
1245,TXN-001245,1,2025-02-28 10:43:21,,CARD,8,105.24,8.03,4.78,108.49,2025-02-28 10:43:21
1246,TXN-001246,1,2024-09-26 13:58:18,,CARD,12,164.26,12.91,3.0,174.17,2024-09-26 13:58:18
1247,TXN-001247,1,2025-04-02 14:40:32,,CARD,9,107.52,8.3,3.72,112.1,2025-04-02 14:40:32
1248,TXN-001248,1,2025-03-28 10:38:54,,CASH,8,68.96,5.52,0.0,74.48,2025-03-28 10:38:54
1249,TXN-001249,1,2024-10-15 11:35:54,,CARD,8,132.95,10.64,0.0,143.59,2024-10-15 11:35:54
1250,TXN-001250,1,2024-10-19 12:22:20,127,CARD,8,327.27,26.16,0.06,353.37,2024-10-19 12:22:20
1251,TXN-001251,1,2024-09-03 13:15:20,307,CASH,6,40.89,3.28,0.0,44.17,2024-09-03 13:15:20
1252,TXN-001252,1,2024-02-06 11:03:14,,CARD,13,325.78,25.76,3.74,347.8,2024-02-06 11:03:14
1253,TXN-001253,1,2025-01-24 10:04:32,,CASH,6,168.64,13.38,1.39,180.63,2025-01-24 10:04:32
1254,TXN-001254,1,2024-07-24 12:45:41,4,CARD,7,84.22,6.74,0.0,90.96,2024-07-24 12:45:41
1255,TXN-001255,1,2024-03-27 18:25:36,59,CARD,4,80.4,6.11,4.02,82.49,2024-03-27 18:25:36
1256,TXN-001256,1,2024-02-07 22:23:54,,CARD,3,58.17,4.65,0.0,62.82,2024-02-07 22:23:54
1257,TXN-001257,1,2024-07-01 12:25:05,,CARD,4,89.56,7.17,0.0,96.73,2024-07-01 12:25:05
1258,TXN-001258,1,2024-05-12 19:15:53,,CARD,12,247.32,19.51,3.6,263.23,2024-05-12 19:15:53
1259,TXN-001259,1,2024-11-15 21:24:01,,EWALLET,4,84.07,6.72,0.0,90.79,2024-11-15 21:24:01
1260,TXN-001260,1,2025-05-03 19:44:51,,CARD,14,332.34,26.28,3.75,354.87,2025-05-03 19:44:51
1261,TXN-001261,1,2024-02-21 17:16:55,250,EWALLET,4,90.75,7.26,0.0,98.01,2024-02-21 17:16:55
1262,TXN-001262,1,2024-12-11 11:40:36,272,CARD,7,162.2,12.98,0.0,175.18,2024-12-11 11:40:36
1263,TXN-001263,1,2024-11-08 16:00:41,395,CARD,8,140.99,10.99,3.41,148.57,2024-11-08 16:00:41
1264,TXN-001264,1,2024-01-15 17:38:07,,CARD,7,186.13,14.88,0.0,201.01,2024-01-15 17:38:07
1265,TXN-001265,1,2024-04-13 12:55:06,140,CASH,11,184.55,14.69,0.88,198.36,2024-04-13 12:55:06
1266,TXN-001266,1,2024-01-13 17:58:55,106,CARD,17,428.1,31.06,39.84,419.32,2024-01-13 17:58:55
1267,TXN-001267,1,2025-04-11 16:53:38,176,CARD,7,58.34,4.53,1.86,61.01,2025-04-11 16:53:38
1268,TXN-001268,1,2025-02-12 15:19:37,404,CASH,10,104.06,8.32,0.0,112.38,2025-02-12 15:19:37
1269,TXN-001269,1,2025-03-31 12:43:57,235,CASH,5,75.79,6.06,0.0,81.85,2025-03-31 12:43:57
1270,TXN-001270,1,2024-10-24 10:57:45,68,CARD,7,159.1,12.72,0.0,171.82,2024-10-24 10:57:45
1271,TXN-001271,1,2024-02-19 13:17:53,286,CARD,13,198.75,15.8,1.35,213.2,2024-02-19 13:17:53
1272,TXN-001272,1,2025-01-14 08:44:11,36,CARD,9,231.76,18.13,5.09,244.8,2025-01-14 08:44:11
1273,TXN-001273,1,2024-04-13 22:10:41,63,CARD,9,163.14,12.49,6.97,168.66,2024-04-13 22:10:41
1274,TXN-001274,1,2024-10-05 11:14:55,,CARD,9,237.55,17.94,13.2,242.29,2024-10-05 11:14:55
1275,TXN-001275,1,2024-11-18 17:07:16,225,CARD,5,108.04,8.65,0.0,116.69,2024-11-18 17:07:16
