po_line_id,po_id,line_number,product_id,ordered_qty,received_qty,unit_cost,line_base_cost,discount_pct,tax_rate_pct,created_at,po_number,order_date,expected_delivery_date,actual_delivery_date,status,currency_code,store_id,created_by,supplier_id,supplier_name,supplier_code,product_sku,product_name,category
349,69,3,48,25,25,15.9,397.5,5.0,8.0,2024-04-29 08:00:00,PO-00069,2024-04-29,2024-05-13,2024-05-12,RECEIVED,SGD,1,system.auto,4,Golden Harvest Grocers,GOLDEN-004,SKU-00048,SparklePro Laundry Detergent,Household
350,69,4,106,161,160,3.73,600.53,3.0,8.0,2024-04-29 08:00:00,PO-00069,2024-04-29,2024-05-13,2024-05-12,RECEIVED,SGD,1,system.auto,4,Golden Harvest Grocers,GOLDEN-004,SKU-00106,ThirstQuench Green Tea,Beverages
351,69,5,6,48,44,15.77,756.96,0.0,8.0,2024-04-29 12:00:00,PO-00069,2024-04-29,2024-05-13,2024-05-12,RECEIVED,SGD,1,system.auto,4,Golden Harvest Grocers,GOLDEN-004,SKU-00006,GoldenLoaf White Bread,Bakery
352,69,6,14,128,127,16.46,2106.88,2.0,8.0,2024-04-29 12:00:00,PO-00069,2024-04-29,2024-05-13,2024-05-12,RECEIVED,SGD,1,system.auto,4,Golden Harvest Grocers,GOLDEN-004,SKU-00014,CleanHome Paper Towels,Household
353,70,1,129,67,61,16.56,1109.52,0.0,8.0,2024-04-30 12:00:00,PO-00070,2024-04-30,2024-05-13,2024-05-14,SENT,SGD,1,store.manager,2,Evergreen Produce Importers,EVERGR-002,SKU-00129,CitrusBurst Apple Juice,Beverages
354,70,2,98,116,106,19.48,2259.68,0.0,8.0,2024-04-30 12:00:00,PO-00070,2024-04-30,2024-05-13,2024-05-14,SENT,SGD,1,store.manager,2,Evergreen Produce Importers,EVERGR-002,SKU-00098,MeadowFresh Yogurt,Dairy
355,70,3,38,58,53,13.27,769.66,3.0,8.0,2024-04-30 11:00:00,PO-00070,2024-04-30,2024-05-13,2024-05-14,SENT,SGD,1,store.manager,2,Evergreen Produce Importers,EVERGR-002,SKU-00038,DailyBake Croissant,Bakery
356,70,4,7,54,50,19.42,1048.68,3.0,8.0,2024-04-30 14:00:00,PO-00070,2024-04-30,2024-05-13,2024-05-14,SENT,SGD,1,store.manager,2,Evergreen Produce Importers,EVERGR-002,SKU-00007,CitrusBurst Orange Juice,Beverages
357,70,5,62,101,97,3.35,338.35,5.0,8.0,2024-04-30 08:00:00,PO-00070,2024-04-30,2024-05-13,2024-05-14,SENT,SGD,1,store.manager,2,Evergreen Produce Importers,EVERGR-002,SKU-00062,SparklePro Trash Bags,Household
358,71,1,61,114,110,11.49,1309.86,5.0,8.0,2024-05-06 13:00:00,PO-00071,2024-05-06,2024-05-18,2024-05-21,RECEIVED,SGD,1,store.manager,3,Pacific Beverages & Co.,PACIFI-003,SKU-00061,FrostyFoods Frozen Pizza,Frozen
359,71,2,81,169,157,18.84,3183.96,5.0,8.0,2024-05-06 16:00:00,PO-00071,2024-05-06,2024-05-18,2024-05-21,RECEIVED,SGD,1,store.manager,3,Pacific Beverages & Co.,PACIFI-003,SKU-00081,ThirstQuench Cola,Beverages
360,71,3,141,106,99,18.87,2000.22,5.0,8.0,2024-05-06 12:00:00,PO-00071,2024-05-06,2024-05-18,2024-05-21,RECEIVED,SGD,1,store.manager,3,Pacific Beverages & Co.,PACIFI-003,SKU-00141,HappySnacks Potato Chips,Snacks
361,71,4,107,112,110,11.51,1289.12,0.0,8.0,2024-05-06 13:00:00,PO-00071,2024-05-06,2024-05-18,2024-05-21,RECEIVED,SGD,1,store.manager,3,Pacific Beverages & Co.,PACIFI-003,SKU-00107,GardenFresh Lettuce,Produce
362,71,5,10,31,29,12.09,374.79,0.0,8.0,2024-05-06 14:00:00,PO-00071,2024-05-06,2024-05-18,2024-05-21,RECEIVED,SGD,1,store.manager,3,Pacific Beverages & Co.,PACIFI-003,SKU-00010,DailyBake Muffins,Bakery
363,72,1,120,44,42,11.31,497.64,2.0,8.0,2024-05-06 16:00:00,PO-00072,2024-05-06,2024-05-10,2024-05-12,RECEIVED,SGD,1,system.auto,10,Harmony Personal Care,HARMON-010,SKU-00120,GoldenLoaf Wholemeal Bread,Bakery
364,72,2,82,139,131,2.59,360.01,0.0,8.0,2024-05-06 10:00:00,PO-00072,2024-05-06,2024-05-10,2024-05-12,RECEIVED,SGD,1,system.auto,10,Harmony Personal Care,HARMON-010,SKU-00082,CrunchyBite Trail Mix,Snacks
365,72,3,110,40,37,11.13,445.2,2.0,8.0,2024-05-06 10:00:00,PO-00072,2024-05-06,2024-05-10,2024-05-12,RECEIVED,SGD,1,system.auto,10,Harmony Personal Care,HARMON-010,SKU-00110,HarmonyCare Hand Soap,Personal Care
366,72,4,132,74,73,18.6,1376.4,0.0,8.0,2024-05-06 15:00:00,PO-00072,2024-05-06,2024-05-10,2024-05-12,RECEIVED,SGD,1,system.auto,10,Harmony Personal Care,HARMON-010,SKU-00132,FarmHouse Milk,Dairy
367,72,5,85,57,55,13.76,784.32,5.0,8.0,2024-05-06 08:00:00,PO-00072,2024-05-06,2024-05-10,2024-05-12,RECEIVED,SGD,1,system.auto,10,Harmony Personal Care,HARMON-010,SKU-00085,PureGlow Body Wash,Personal Care
368,73,1,96,86,81,2.02,173.72,0.0,8.0,2024-05-07 08:00:00,PO-00073,2024-05-07,2024-05-17,2024-05-16,RECEIVED,SGD,1,inventory.bot,8,CleanHome Household Products,CLEANH-008,SKU-00096,FarmHouse Yogurt,Dairy
369,73,2,142,104,96,3.07,319.28,0.0,8.0,2024-05-07 13:00:00,PO-00073,2024-05-07,2024-05-17,2024-05-16,RECEIVED,SGD,1,inventory.bot,8,CleanHome Household Products,CLEANH-008,SKU-00142,FarmHouse Cheese,Dairy
370,73,3,78,39,35,22.49,877.11,5.0,8.0,2024-05-07 11:00:00,PO-00073,2024-05-07,2024-05-17,2024-05-16,RECEIVED,SGD,1,inventory.bot,8,CleanHome Household Products,CLEANH-008,SKU-00078,ButcherSelect Chicken Breast,Meat
371,73,4,127,43,42,12.63,543.09,0.0,8.0,2024-05-07 09:00:00,PO-00073,2024-05-07,2024-05-17,2024-05-16,RECEIVED,SGD,1,inventory.bot,8,CleanHome Household Products,CLEANH-008,SKU-00127,HarmonyCare Body Wash,Personal Care
372,73,5,136,84,80,5.42,455.28,0.0,8.0,2024-05-07 08:00:00,PO-00073,2024-05-07,2024-05-17,2024-05-16,RECEIVED,SGD,1,inventory.bot,8,CleanHome Household Products,CLEANH-008,SKU-00136,MeadowFresh Milk,Dairy
373,74,1,116,57,52,4.39,250.23,2.0,8.0,2024-05-13 08:00:00,PO-00074,2024-05-13,2024-05-26,2024-05-26,RECEIVED,SGD,1,inventory.bot,2,Evergreen Produce Importers,EVERGR-002,SKU-00116,FrostyFoods Fish Fillets,Frozen
374,74,2,129,98,90,17.39,1704.22,0.0,8.0,2024-05-13 08:00:00,PO-00074,2024-05-13,2024-05-26,2024-05-26,RECEIVED,SGD,1,inventory.bot,2,Evergreen Produce Importers,EVERGR-002,SKU-00129,CitrusBurst Apple Juice,Beverages
375,74,3,137,95,90,6.58,625.1,5.0,8.0,2024-05-13 08:00:00,PO-00074,2024-05-13,2024-05-26,2024-05-26,RECEIVED,SGD,1,inventory.bot,2,Evergreen Produce Importers,EVERGR-002,SKU-00137,GoldenLoaf Wholemeal Bread,Bakery
376,74,4,75,88,87,11.12,978.56,3.0,8.0,2024-05-13 17:00:00,PO-00074,2024-05-13,2024-05-26,2024-05-26,RECEIVED,SGD,1,inventory.bot,2,Evergreen Produce Importers,EVERGR-002,SKU-00075,FrostyFoods Frozen Pizza,Frozen
377,74,5,50,26,25,2.07,53.82,0.0,8.0,2024-05-13 08:00:00,PO-00074,2024-05-13,2024-05-26,2024-05-26,RECEIVED,SGD,1,inventory.bot,2,Evergreen Produce Importers,EVERGR-002,SKU-00050,GardenFresh Lettuce,Produce
378,75,1,118,59,57,6.53,385.27,0.0,8.0,2024-05-14 14:00:00,PO-00075,2024-05-14,2024-05-18,2024-05-21,RECEIVED,SGD,1,inventory.bot,8,CleanHome Household Products,CLEANH-008,SKU-00118,MeadowFresh Milk,Dairy
379,75,2,121,104,95,5.07,527.28,3.0,8.0,2024-05-14 17:00:00,PO-00075,2024-05-14,2024-05-18,2024-05-21,RECEIVED,SGD,1,inventory.bot,8,CleanHome Household Products,CLEANH-008,SKU-00121,GardenFresh Apples,Produce
380,75,3,146,252,230,8.73,2199.96,0.0,8.0,2024-05-14 16:00:00,PO-00075,2024-05-14,2024-05-18,2024-05-21,RECEIVED,SGD,1,inventory.bot,8,CleanHome Household Products,CLEANH-008,SKU-00146,SnackTime Trail Mix,Snacks
381,76,1,39,112,109,1.62,181.44,0.0,8.0,2024-05-20 14:00:00,PO-00076,2024-05-20,2024-05-30,2024-05-30,SENT,SGD,1,procurement.mgr,6,Blue Ocean Seafood Traders,BLUEOC-006,SKU-00039,FrostyFoods Ice Cream,Frozen
382,76,2,20,71,70,12.54,890.34,3.0,8.0,2024-05-20 15:00:00,PO-00076,2024-05-20,2024-05-30,2024-05-30,SENT,SGD,1,procurement.mgr,6,Blue Ocean Seafood Traders,BLUEOC-006,SKU-00020,FarmHouse Yogurt,Dairy
383,76,3,126,93,92,17.66,1642.38,2.0,8.0,2024-05-20 13:00:00,PO-00076,2024-05-20,2024-05-30,2024-05-30,SENT,SGD,1,procurement.mgr,6,Blue Ocean Seafood Traders,BLUEOC-006,SKU-00126,ThirstQuench Orange Juice,Beverages
384,77,1,22,47,43,4.14,194.58,2.0,8.0,2024-05-21 12:00:00,PO-00077,2024-05-21,2024-05-26,2024-05-25,SENT,SGD,1,system.auto,2,Evergreen Produce Importers,EVERGR-002,SKU-00022,HarmonyCare Hand Soap,Personal Care
385,77,2,38,53,52,13.65,723.45,0.0,8.0,2024-05-21 10:00:00,PO-00077,2024-05-21,2024-05-26,2024-05-25,SENT,SGD,1,system.auto,2,Evergreen Produce Importers,EVERGR-002,SKU-00038,DailyBake Croissant,Bakery
386,77,3,119,32,29,2.88,92.16,0.0,8.0,2024-05-21 13:00:00,PO-00077,2024-05-21,2024-05-26,2024-05-25,SENT,SGD,1,system.auto,2,Evergreen Produce Importers,EVERGR-002,SKU-00119,FrostyFoods Frozen Peas,Frozen
387,78,1,17,49,48,9.54,467.46,0.0,8.0,2024-05-21 10:00:00,PO-00078,2024-05-21,2024-05-26,2024-05-26,RECEIVED,SGD,1,store.manager,9,Fresh & Crisp Snacks,FRESHC-009,SKU-00017,ButcherSelect Chicken Breast,Meat
388,78,2,8,29,27,8.62,249.98,0.0,8.0,2024-05-21 14:00:00,PO-00078,2024-05-21,2024-05-26,2024-05-26,RECEIVED,SGD,1,store.manager,9,Fresh & Crisp Snacks,FRESHC-009,SKU-00008,PureGlow Toothpaste,Personal Care
389,78,3,115,81,79,1.47,119.07,0.0,8.0,2024-05-21 09:00:00,PO-00078,2024-05-21,2024-05-26,2024-05-26,RECEIVED,SGD,1,store.manager,9,Fresh & Crisp Snacks,FRESHC-009,SKU-00115,GoldenLoaf Muffins,Bakery
390,79,1,4,23,23,17.97,413.31,5.0,8.0,2024-05-21 10:00:00,PO-00079,2024-05-21,2024-05-26,2024-05-29,CLOSED,SGD,1,store.manager,4,Golden Harvest Grocers,GOLDEN-004,SKU-00004,GoldenLoaf Croissant,Bakery
391,79,2,14,143,142,15.28,2185.04,2.0,8.0,2024-05-21 15:00:00,PO-00079,2024-05-21,2024-05-26,2024-05-29,CLOSED,SGD,1,store.manager,4,Golden Harvest Grocers,GOLDEN-004,SKU-00014,CleanHome Paper Towels,Household
392,79,3,6,25,23,15.54,388.5,0.0,8.0,2024-05-21 16:00:00,PO-00079,2024-05-21,2024-05-26,2024-05-29,CLOSED,SGD,1,store.manager,4,Golden Harvest Grocers,GOLDEN-004,SKU-00006,GoldenLoaf White Bread,Bakery
393,79,4,52,271,264,15.55,4214.05,0.0,8.0,2024-05-21 13:00:00,PO-00079,2024-05-21,2024-05-26,2024-05-29,CLOSED,SGD,1,store.manager,4,Golden Harvest Grocers,GOLDEN-004,SKU-00052,SnackTime Potato Chips,Snacks
394,79,5,45,200,190,1.15,230.0,0.0,8.0,2024-05-21 14:00:00,PO-00079,2024-05-21,2024-05-26,2024-05-29,CLOSED,SGD,1,store.manager,4,Golden Harvest Grocers,GOLDEN-004,SKU-00045,HappySnacks Potato Chips,Snacks
395,79,6,37,52,51,24.46,1271.92,5.0,8.0,2024-05-21 14:00:00,PO-00079,2024-05-21,2024-05-26,2024-05-29,CLOSED,SGD,1,store.manager,4,Golden Harvest Grocers,GOLDEN-004,SKU-00037,BlueOcean Salmon Fillet,Seafood
396,79,7,68,34,33,13.21,449.14,3.0,8.0,2024-05-21 08:00:00,PO-00079,2024-05-21,2024-05-26,2024-05-29,CLOSED,SGD,1,store.manager,4,Golden Harvest Grocers,GOLDEN-004,SKU-00068,PrimeChoice Chicken Breast,Meat
397,79,8,48,22,21,14.67,322.74,2.0,8.0,2024-05-21 15:00:00,PO-00079,2024-05-21,2024-05-26,2024-05-29,CLOSED,SGD,1,store.manager,4,Golden Harvest Grocers,GOLDEN-004,SKU-00048,SparklePro Laundry Detergent,Household
398,80,1,143,97,91,9.54,925.38,0.0,8.0,2024-05-27 15:00:00,PO-00080,2024-05-27,2024-06-04,2024-06-05,RECEIVED,SGD,1,procurement.mgr,7,Prime Choice Meats,PRIMEC-007,SKU-00143,PureGlow Toothpaste,Personal Care
399,80,2,44,179,175,11.61,2078.19,2.0,8.0,2024-05-27 15:00:00,PO-00080,2024-05-27,2024-06-04,2024-06-05,RECEIVED,SGD,1,procurement.mgr,7,Prime Choice Meats,PRIMEC-007,SKU-00044,CrunchyBite Potato Chips,Snacks
400,80,3,21,30,27,27.84,835.2,5.0,8.0,2024-05-27 08:00:00,PO-00080,2024-05-27,2024-06-04,2024-06-05,RECEIVED,SGD,1,procurement.mgr,7,Prime Choice Meats,PRIMEC-007,SKU-00021,SeaHarvest Prawns,Seafood
401,81,1,1,113,111,5.77,652.01,2.0,8.0,2024-05-27 13:00:00,PO-00081,2024-05-27,2024-06-07,2024-06-10,RECEIVED,SGD,1,inventory.bot,8,CleanHome Household Products,CLEANH-008,SKU-00001,SparklePro Laundry Detergent,Household
402,81,2,123,86,84,23.96,2060.56,5.0,8.0,2024-05-27 13:00:00,PO-00081,2024-05-27,2024-06-07,2024-06-10,RECEIVED,SGD,1,inventory.bot,8,CleanHome Household Products,CLEANH-008,SKU-00123,PureGlow Hand Soap,Personal Care
403,81,3,142,128,121,2.98,381.44,5.0,8.0,2024-05-27 11:00:00,PO-00081,2024-05-27,2024-06-07,2024-06-10,RECEIVED,SGD,1,inventory.bot,8,CleanHome Household Products,CLEANH-008,SKU-00142,FarmHouse Cheese,Dairy
404,81,4,146,55,51,8.73,480.15,0.0,8.0,2024-05-27 16:00:00,PO-00081,2024-05-27,2024-06-07,2024-06-10,RECEIVED,SGD,1,inventory.bot,8,CleanHome Household Products,CLEANH-008,SKU-00146,SnackTime Trail Mix,Snacks
405,81,5,18,108,101,4.8,518.4,0.0,8.0,2024-05-27 15:00:00,PO-00081,2024-05-27,2024-06-07,2024-06-10,RECEIVED,SGD,1,inventory.bot,8,CleanHome Household Products,CLEANH-008,SKU-00018,MilkyWay Yogurt,Dairy
406,81,6,99,50,49,15.58,779.0,2.0,8.0,2024-05-27 09:00:00,PO-00081,2024-05-27,2024-06-07,2024-06-10,RECEIVED,SGD,1,inventory.bot,8,CleanHome Household Products,CLEANH-008,SKU-00099,FarmHouse Butter,Dairy
407,82,1,50,25,25,2.24,56.0,3.0,8.0,2024-05-28 09:00:00,PO-00082,2024-05-28,2024-06-07,2024-06-07,RECEIVED,SGD,1,system.auto,2,Evergreen Produce Importers,EVERGR-002,SKU-00050,GardenFresh Lettuce,Produce
408,82,2,38,77,73,13.82,1064.14,3.0,8.0,2024-05-28 10:00:00,PO-00082,2024-05-28,2024-06-07,2024-06-07,RECEIVED,SGD,1,system.auto,2,Evergreen Produce Importers,EVERGR-002,SKU-00038,DailyBake Croissant,Bakery
409,82,3,98,99,89,20.3,2009.7,3.0,8.0,2024-05-28 14:00:00,PO-00082,2024-05-28,2024-06-07,2024-06-07,RECEIVED,SGD,1,system.auto,2,Evergreen Produce Importers,EVERGR-002,SKU-00098,MeadowFresh Yogurt,Dairy
410,82,4,144,145,139,20.65,2994.25,0.0,8.0,2024-05-28 17:00:00,PO-00082,2024-05-28,2024-06-07,2024-06-07,RECEIVED,SGD,1,system.auto,2,Evergreen Produce Importers,EVERGR-002,SKU-00144,MeadowFresh Yogurt,Dairy
411,83,1,6,63,63,15.23,959.49,0.0,8.0,2024-05-28 10:00:00,PO-00083,2024-05-28,2024-06-06,2024-06-09,RECEIVED,SGD,1,store.manager,4,Golden Harvest Grocers,GOLDEN-004,SKU-00006,GoldenLoaf White Bread,Bakery
412,83,2,52,170,163,15.8,2686.0,3.0,8.0,2024-05-28 12:00:00,PO-00083,2024-05-28,2024-06-06,2024-06-09,RECEIVED,SGD,1,store.manager,4,Golden Harvest Grocers,GOLDEN-004,SKU-00052,SnackTime Potato Chips,Snacks
413,83,3,48,100,97,15.85,1585.0,5.0,8.0,2024-05-28 11:00:00,PO-00083,2024-05-28,2024-06-06,2024-06-09,RECEIVED,SGD,1,store.manager,4,Golden Harvest Grocers,GOLDEN-004,SKU-00048,SparklePro Laundry Detergent,Household
414,83,4,93,58,53,4.17,241.86,5.0,8.0,2024-05-28 13:00:00,PO-00083,2024-05-28,2024-06-06,2024-06-09,RECEIVED,SGD,1,store.manager,4,Golden Harvest Grocers,GOLDEN-004,SKU-00093,FrostyFoods Fish Fillets,Frozen
415,84,1,125,81,78,6.04,489.24,5.0,8.0,2024-05-28 14:00:00,PO-00084,2024-05-28,2024-06-08,2024-06-09,RECEIVED,SGD,1,store.manager,5,Sunrise Dairy Supplies,SUNRIS-005,SKU-00125,GreenFields Apples,Produce
416,84,2,122,83,77,17.6,1460.8,0.0,8.0,2024-05-28 16:00:00,PO-00084,2024-05-28,2024-06-08,2024-06-09,RECEIVED,SGD,1,store.manager,5,Sunrise Dairy Supplies,SUNRIS-005,SKU-00122,PureGlow Shampoo,Personal Care
417,84,3,40,46,42,1.73,79.58,5.0,8.0,2024-05-28 08:00:00,PO-00084,2024-05-28,2024-06-08,2024-06-09,RECEIVED,SGD,1,store.manager,5,Sunrise Dairy Supplies,SUNRIS-005,SKU-00040,MeadowFresh Butter,Dairy
418,84,4,105,58,54,7.58,439.64,0.0,8.0,2024-05-28 12:00:00,PO-00084,2024-05-28,2024-06-08,2024-06-09,RECEIVED,SGD,1,store.manager,5,Sunrise Dairy Supplies,SUNRIS-005,SKU-00105,FrostyFoods Ice Cream,Frozen
419,85,1,45,306,296,1.14,348.84,0.0,8.0,2024-06-03 16:00:00,PO-00085,2024-06-03,2024-06-06,2024-06-07,CLOSED,SGD,1,system.auto,4,Golden Harvest Grocers,GOLDEN-004,SKU-00045,HappySnacks Potato Chips,Snacks
420,85,2,37,34,31,25.2,856.8,5.0,8.0,2024-06-03 12:00:00,PO-00085,2024-06-03,2024-06-06,2024-06-07,CLOSED,SGD,1,system.auto,4,Golden Harvest Grocers,GOLDEN-004,SKU-00037,BlueOcean Salmon Fillet,Seafood
421,85,3,90,21,21,12.19,255.99,5.0,8.0,2024-06-03 13:00:00,PO-00085,2024-06-03,2024-06-06,2024-06-07,CLOSED,SGD,1,system.auto,4,Golden Harvest Grocers,GOLDEN-004,SKU-00090,PrimeChoice Minced Beef,Meat
422,86,1,26,135,129,4.53,611.55,0.0,8.0,2024-06-03 11:00:00,PO-00086,2024-06-03,2024-06-09,2024-06-12,CLOSED,SGD,1,procurement.mgr,5,Sunrise Dairy Supplies,SUNRIS-005,SKU-00026,FarmHouse Milk,Dairy
423,86,2,125,57,54,6.06,345.42,0.0,8.0,2024-06-03 10:00:00,PO-00086,2024-06-03,2024-06-09,2024-06-12,CLOSED,SGD,1,procurement.mgr,5,Sunrise Dairy Supplies,SUNRIS-005,SKU-00125,GreenFields Apples,Produce
424,86,3,64,21,20,31.33,657.93,0.0,8.0,2024-06-03 14:00:00,PO-00086,2024-06-03,2024-06-09,2024-06-12,CLOSED,SGD,1,procurement.mgr,5,Sunrise Dairy Supplies,SUNRIS-005,SKU-00064,SeaHarvest Salmon Fillet,Seafood
425,87,1,41,33,32,9.55,315.15,5.0,8.0,2024-06-03 12:00:00,PO-00087,2024-06-03,2024-06-13,2024-06-13,RECEIVED,SGD,1,procurement.mgr,2,Evergreen Produce Importers,EVERGR-002,SKU-00041,SparklePro Paper Towels,Household
426,87,2,43,41,40,33.21,1361.61,0.0,8.0,2024-06-03 13:00:00,PO-00087,2024-06-03,2024-06-13,2024-06-13,RECEIVED,SGD,1,procurement.mgr,2,Evergreen Produce Importers,EVERGR-002,SKU-00043,SeaHarvest Salmon Fillet,Seafood
427,87,3,62,76,76,3.3,250.8,3.0,8.0,2024-06-03 10:00:00,PO-00087,2024-06-03,2024-06-13,2024-06-13,RECEIVED,SGD,1,procurement.mgr,2,Evergreen Produce Importers,EVERGR-002,SKU-00062,SparklePro Trash Bags,Household
428,87,4,7,146,139,18.66,2724.36,0.0,8.0,2024-06-03 11:00:00,PO-00087,2024-06-03,2024-06-13,2024-06-13,RECEIVED,SGD,1,procurement.mgr,2,Evergreen Produce Importers,EVERGR-002,SKU-00007,CitrusBurst Orange Juice,Beverages
429,87,5,137,47,45,6.72,315.84,0.0,8.0,2024-06-03 11:00:00,PO-00087,2024-06-03,2024-06-13,2024-06-13,RECEIVED,SGD,1,procurement.mgr,2,Evergreen Produce Importers,EVERGR-002,SKU-00137,GoldenLoaf Wholemeal Bread,Bakery
430,88,1,105,79,72,7.28,575.12,0.0,8.0,2024-06-04 14:00:00,PO-00088,2024-06-04,2024-06-10,2024-06-13,SENT,SGD,1,procurement.mgr,5,Sunrise Dairy Supplies,SUNRIS-005,SKU-00105,FrostyFoods Ice Cream,Frozen
431,88,2,97,52,48,3.05,158.6,0.0,8.0,2024-06-04 08:00:00,PO-00088,2024-06-04,2024-06-10,2024-06-13,SENT,SGD,1,procurement.mgr,5,Sunrise Dairy Supplies,SUNRIS-005,SKU-00097,GreenFields Apples,Produce
432,88,3,133,86,82,9.49,816.14,0.0,8.0,2024-06-04 16:00:00,PO-00088,2024-06-04,2024-06-10,2024-06-13,SENT,SGD,1,procurement.mgr,5,Sunrise Dairy Supplies,SUNRIS-005,SKU-00133,GoldenLoaf White Bread,Bakery
433,88,4,26,142,128,4.42,627.64,2.0,8.0,2024-06-04 08:00:00,PO-00088,2024-06-04,2024-06-10,2024-06-13,SENT,SGD,1,procurement.mgr,5,Sunrise Dairy Supplies,SUNRIS-005,SKU-00026,FarmHouse Milk,Dairy
434,88,5,33,57,53,11.86,676.02,0.0,8.0,2024-06-04 13:00:00,PO-00088,2024-06-04,2024-06-10,2024-06-13,SENT,SGD,1,procurement.mgr,5,Sunrise Dairy Supplies,SUNRIS-005,SKU-00033,GoldenLoaf White Bread,Bakery
435,88,6,69,110,103,2.29,251.9,0.0,8.0,2024-06-04 10:00:00,PO-00088,2024-06-04,2024-06-10,2024-06-13,SENT,SGD,1,procurement.mgr,5,Sunrise Dairy Supplies,SUNRIS-005,SKU-00069,FrostyFoods Frozen Pizza,Frozen
436,88,7,46,177,174,19.08,3377.16,5.0,8.0,2024-06-04 09:00:00,PO-00088,2024-06-04,2024-06-10,2024-06-13,SENT,SGD,1,procurement.mgr,5,Sunrise Dairy Supplies,SUNRIS-005,SKU-00046,ThirstQuench Apple Juice,Beverages
437,89,1,50,111,104,2.08,230.88,0.0,8.0,2024-06-04 10:00:00,PO-00089,2024-06-04,2024-06-13,2024-06-12,RECEIVED,SGD,1,system.auto,2,Evergreen Produce Importers,EVERGR-002,SKU-00050,GardenFresh Lettuce,Produce
438,89,2,114,68,65,18.57,1262.76,0.0,8.0,2024-06-04 12:00:00,PO-00089,2024-06-04,2024-06-13,2024-06-12,RECEIVED,SGD,1,system.auto,2,Evergreen Produce Importers,EVERGR-002,SKU-00114,FrostyFoods Frozen Pizza,Frozen
439,89,3,38,72,68,13.88,999.36,2.0,8.0,2024-06-04 13:00:00,PO-00089,2024-06-04,2024-06-13,2024-06-12,RECEIVED,SGD,1,system.auto,2,Evergreen Produce Importers,EVERGR-002,SKU-00038,DailyBake Croissant,Bakery
440,89,4,144,34,32,19.05,647.7,0.0,8.0,2024-06-04 17:00:00,PO-00089,2024-06-04,2024-06-13,2024-06-12,RECEIVED,SGD,1,system.auto,2,Evergreen Produce Importers,EVERGR-002,SKU-00144,MeadowFresh Yogurt,Dairy
441,89,5,62,36,35,3.32,119.52,5.0,8.0,2024-06-04 09:00:00,PO-00089,2024-06-04,2024-06-13,2024-06-12,RECEIVED,SGD,1,system.auto,2,Evergreen Produce Importers,EVERGR-002,SKU-00062,SparklePro Trash Bags,Household
442,89,6,137,65,65,6.57,427.05,5.0,8.0,2024-06-04 12:00:00,PO-00089,2024-06-04,2024-06-13,2024-06-12,RECEIVED,SGD,1,system.auto,2,Evergreen Produce Importers,EVERGR-002,SKU-00137,GoldenLoaf Wholemeal Bread,Bakery
443,89,7,77,97,88,11.75,1139.75,2.0,8.0,2024-06-04 14:00:00,PO-00089,2024-06-04,2024-06-13,2024-06-12,RECEIVED,SGD,1,system.auto,2,Evergreen Produce Importers,EVERGR-002,SKU-00077,GreenFields Bananas,Produce
444,89,8,98,86,84,18.9,1625.4,0.0,8.0,2024-06-04 16:00:00,PO-00089,2024-06-04,2024-06-13,2024-06-12,RECEIVED,SGD,1,system.auto,2,Evergreen Produce Importers,EVERGR-002,SKU-00098,MeadowFresh Yogurt,Dairy
445,90,1,98,38,34,20.02,760.76,3.0,8.0,2024-06-10 16:00:00,PO-00090,2024-06-10,2024-06-23,2024-06-24,RECEIVED,SGD,1,procurement.mgr,2,Evergreen Produce Importers,EVERGR-002,SKU-00098,MeadowFresh Yogurt,Dairy
446,90,2,137,30,28,7.01,210.3,5.0,8.0,2024-06-10 13:00:00,PO-00090,2024-06-10,2024-06-23,2024-06-24,RECEIVED,SGD,1,procurement.mgr,2,Evergreen Produce Importers,EVERGR-002,SKU-00137,GoldenLoaf Wholemeal Bread,Bakery
447,90,3,67,23,22,16.04,368.92,3.0,8.0,2024-06-10 10:00:00,PO-00090,2024-06-10,2024-06-23,2024-06-24,RECEIVED,SGD,1,procurement.mgr,2,Evergreen Produce Importers,EVERGR-002,SKU-00067,SeaHarvest Prawns,Seafood
448,90,4,41,61,56,9.54,581.94,0.0,8.0,2024-06-10 11:00:00,PO-00090,2024-06-10,2024-06-23,2024-06-24,RECEIVED,SGD,1,procurement.mgr,2,Evergreen Produce Importers,EVERGR-002,SKU-00041,SparklePro Paper Towels,Household
449,90,5,119,44,40,2.86,125.84,0.0,8.0,2024-06-10 16:00:00,PO-00090,2024-06-10,2024-06-23,2024-06-24,RECEIVED,SGD,1,procurement.mgr,2,Evergreen Produce Importers,EVERGR-002,SKU-00119,FrostyFoods Frozen Peas,Frozen
450,90,6,75,103,99,10.91,1123.73,5.0,8.0,2024-06-10 09:00:00,PO-00090,2024-06-10,2024-06-23,2024-06-24,RECEIVED,SGD,1,procurement.mgr,2,Evergreen Produce Importers,EVERGR-002,SKU-00075,FrostyFoods Frozen Pizza,Frozen
451,90,7,144,67,61,20.26,1357.42,2.0,8.0,2024-06-10 13:00:00,PO-00090,2024-06-10,2024-06-23,2024-06-24,RECEIVED,SGD,1,procurement.mgr,2,Evergreen Produce Importers,EVERGR-002,SKU-00144,MeadowFresh Yogurt,Dairy
