txn_line_id,txn_id,txn_number,line_number,product_id,product_sku,product_name,category,base_unit_price,sale_unit_price,quantity,line_base_amount,line_sale_amount,line_discount_amount,tax_rate_pct,tax_amount,promotion_code,created_at
3180,652,TXN-000652,3,97,SKU-00097,GreenFields Apples,Produce,5.37,5.1,3,16.11,15.3,0.81,8.0,1.22,BULK5,2024-04-19 19:55:21
3181,652,TXN-000652,4,34,SKU-00034,HappySnacks Potato Chips,Snacks,18.55,18.55,2,37.1,37.1,0.0,8.0,2.97,,2024-04-19 19:55:21
3182,653,TXN-000653,1,93,SKU-00093,FrostyFoods Fish Fillets,Frozen,8.17,8.17,1,8.17,8.17,0.0,8.0,0.65,,2024-11-09 17:32:48
3183,653,TXN-000653,2,113,SKU-00113,SeaHarvest Salmon Fillet,Seafood,14.31,14.31,2,28.62,28.62,0.0,8.0,2.29,,2024-11-09 17:32:48
3184,653,TXN-000653,3,5,SKU-00005,GreenFields Apples,Produce,1.64,1.39,2,3.28,2.78,0.5,8.0,0.22,MEMBER15,2024-11-09 17:32:48
3185,653,TXN-000653,4,25,SKU-00025,PrimeChoice Minced Beef,Meat,16.72,16.72,1,16.72,16.72,0.0,8.0,1.34,,2024-11-09 17:32:48
3186,653,TXN-000653,5,103,SKU-00103,ArcticFresh Frozen Pizza,Frozen,31.2,31.2,1,31.2,31.2,0.0,8.0,2.5,,2024-11-09 17:32:48
3187,653,TXN-000653,6,7,SKU-00007,CitrusBurst Orange Juice,Beverages,42.84,40.7,6,257.04,244.2,12.84,8.0,19.54,WEEKEND5,2024-11-09 17:32:48
3188,653,TXN-000653,7,85,SKU-00085,PureGlow Body Wash,Personal Care,29.36,29.36,2,58.72,58.72,0.0,8.0,4.7,,2024-11-09 17:32:48
3189,654,TXN-000654,1,43,SKU-00043,SeaHarvest Salmon Fillet,Seafood,64.95,64.95,2,129.9,129.9,0.0,8.0,10.39,,2024-12-16 14:07:55
3190,654,TXN-000654,2,18,SKU-00018,MilkyWay Yogurt,Dairy,9.35,8.88,1,9.35,8.88,0.47,8.0,0.71,BULK5,2024-12-16 14:07:55
3191,654,TXN-000654,3,117,SKU-00117,FrostyFoods Fish Fillets,Frozen,15.66,14.88,2,31.32,29.76,1.56,8.0,2.38,BULK5,2024-12-16 14:07:55
3192,654,TXN-000654,4,131,SKU-00131,ArcticFresh Frozen Pizza,Frozen,10.99,10.99,3,32.97,32.97,0.0,8.0,2.64,,2024-12-16 14:07:55
3193,654,TXN-000654,5,9,SKU-00009,PrimeChoice Pork Chops,Meat,29.63,29.63,1,29.63,29.63,0.0,8.0,2.37,,2024-12-16 14:07:55
3194,655,TXN-000655,1,141,SKU-00141,HappySnacks Potato Chips,Snacks,33.49,33.49,2,66.98,66.98,0.0,8.0,5.36,,2025-02-23 19:22:02
3195,655,TXN-000655,2,72,SKU-00072,FrostyFoods Frozen Peas,Frozen,34.87,34.87,2,69.74,69.74,0.0,8.0,5.58,,2025-02-23 19:22:02
3196,655,TXN-000655,3,28,SKU-00028,CitrusBurst Cola,Beverages,1.25,1.25,2,2.5,2.5,0.0,8.0,0.2,,2025-02-23 19:22:02
3197,655,TXN-000655,4,104,SKU-00104,ThirstQuench Apple Juice,Beverages,11.66,9.33,4,46.64,37.32,9.32,8.0,2.99,FLASH20,2025-02-23 19:22:02
3198,655,TXN-000655,5,67,SKU-00067,SeaHarvest Prawns,Seafood,23.9,23.9,1,23.9,23.9,0.0,8.0,1.91,,2025-02-23 19:22:02
3199,655,TXN-000655,6,7,SKU-00007,CitrusBurst Orange Juice,Beverages,42.84,42.84,4,171.36,171.36,0.0,8.0,13.71,,2025-02-23 19:22:02
3200,655,TXN-000655,7,147,SKU-00147,ThirstQuench Orange Juice,Beverages,11.76,10.58,2,23.52,21.16,2.36,8.0,1.69,PROMO10,2025-02-23 19:22:02
3201,655,TXN-000655,8,90,SKU-00090,PrimeChoice Minced Beef,Meat,22.17,22.17,1,22.17,22.17,0.0,8.0,1.77,,2025-02-23 19:22:02
3202,656,TXN-000656,1,38,SKU-00038,DailyBake Croissant,Bakery,21.83,18.56,3,65.49,55.68,9.81,8.0,4.45,MEMBER15,2024-12-07 09:43:14
3203,656,TXN-000656,2,61,SKU-00061,FrostyFoods Frozen Pizza,Frozen,19.69,16.74,3,59.07,50.22,8.85,8.0,4.02,MEMBER15,2024-12-07 09:43:14
3204,656,TXN-000656,3,102,SKU-00102,MeadowFresh Cheese,Dairy,3.07,2.61,3,9.21,7.83,1.38,8.0,0.63,MEMBER15,2024-12-07 09:43:14
3205,656,TXN-000656,4,82,SKU-00082,CrunchyBite Trail Mix,Snacks,3.36,3.36,2,6.72,6.72,0.0,8.0,0.54,,2024-12-07 09:43:14
3206,656,TXN-000656,5,139,SKU-00139,MilkyWay Milk,Dairy,14.95,14.95,1,14.95,14.95,0.0,8.0,1.2,,2024-12-07 09:43:14
3207,656,TXN-000656,6,96,SKU-00096,FarmHouse Yogurt,Dairy,4.82,4.82,3,14.46,14.46,0.0,8.0,1.16,,2024-12-07 09:43:14
3208,656,TXN-000656,7,67,SKU-00067,SeaHarvest Prawns,Seafood,23.9,23.9,1,23.9,23.9,0.0,8.0,1.91,,2024-12-07 09:43:14
3209,656,TXN-000656,8,78,SKU-00078,ButcherSelect Chicken Breast,Meat,52.88,52.88,2,105.76,105.76,0.0,8.0,8.46,,2024-12-07 09:43:14
3210,656,TXN-000656,9,25,SKU-00025,PrimeChoice Minced Beef,Meat,16.72,16.72,1,16.72,16.72,0.0,8.0,1.34,,2024-12-07 09:43:14
3211,657,TXN-000657,1,45,SKU-00045,HappySnacks Potato Chips,Snacks,2.39,2.39,5,11.95,11.95,0.0,8.0,0.96,,2024-11-29 13:02:34
3212,657,TXN-000657,2,64,SKU-00064,SeaHarvest Salmon Fillet,Seafood,48.97,48.97,1,48.97,48.97,0.0,8.0,3.92,,2024-11-29 13:02:34
3213,658,TXN-000658,1,98,SKU-00098,MeadowFresh Yogurt,Dairy,28.67,28.67,1,28.67,28.67,0.0,8.0,2.29,,2024-04-24 15:46:05
3214,658,TXN-000658,2,99,SKU-00099,FarmHouse Butter,Dairy,32.85,31.21,2,65.7,62.42,3.28,8.0,4.99,BULK5,2024-04-24 15:46:05
3215,658,TXN-000658,3,79,SKU-00079,CitrusBurst Green Tea,Beverages,10.09,9.59,1,10.09,9.59,0.5,8.0,0.77,BULK5,2024-04-24 15:46:05
3216,658,TXN-000658,4,83,SKU-00083,SeaHarvest Prawns,Seafood,19.2,18.24,2,38.4,36.48,1.92,8.0,2.92,BULK5,2024-04-24 15:46:05
3217,658,TXN-000658,5,18,SKU-00018,MilkyWay Yogurt,Dairy,9.35,9.35,2,18.7,18.7,0.0,8.0,1.5,,2024-04-24 15:46:05
3218,658,TXN-000658,6,140,SKU-00140,BlueOcean Squid Rings,Seafood,38.31,38.31,1,38.31,38.31,0.0,8.0,3.06,,2024-04-24 15:46:05
3219,659,TXN-000659,1,36,SKU-00036,MeadowFresh Cheese,Dairy,35.49,35.49,2,70.98,70.98,0.0,8.0,5.68,,2024-02-09 15:35:23
3220,659,TXN-000659,2,27,SKU-00027,GoldenLoaf Muffins,Bakery,39.81,39.81,2,79.62,79.62,0.0,8.0,6.37,,2024-02-09 15:35:23
3221,659,TXN-000659,3,1,SKU-00001,SparklePro Laundry Detergent,Household,7.75,7.75,1,7.75,7.75,0.0,8.0,0.62,,2024-02-09 15:35:23
3222,660,TXN-000660,1,81,SKU-00081,ThirstQuench Cola,Beverages,37.45,37.45,3,112.35,112.35,0.0,8.0,8.99,,2025-04-01 20:41:21
3223,660,TXN-000660,2,148,SKU-00148,SnackTime Trail Mix,Snacks,2.22,2.22,4,8.88,8.88,0.0,8.0,0.71,,2025-04-01 20:41:21
3224,660,TXN-000660,3,145,SKU-00145,GreenFields Tomatoes,Produce,1.24,1.18,3,3.72,3.54,0.18,8.0,0.28,BULK5,2025-04-01 20:41:21
3225,660,TXN-000660,4,135,SKU-00135,CoolSip Orange Juice,Beverages,15.99,15.99,3,47.97,47.97,0.0,8.0,3.84,,2025-04-01 20:41:21
3226,660,TXN-000660,5,68,SKU-00068,PrimeChoice Chicken Breast,Meat,17.85,17.85,1,17.85,17.85,0.0,8.0,1.43,,2025-04-01 20:41:21
3227,660,TXN-000660,6,88,SKU-00088,SeaHarvest Squid Rings,Seafood,45.96,45.96,2,91.92,91.92,0.0,8.0,7.35,,2025-04-01 20:41:21
3228,661,TXN-000661,1,43,SKU-00043,SeaHarvest Salmon Fillet,Seafood,64.95,61.7,2,129.9,123.4,6.5,8.0,9.87,BULK5,2025-02-05 15:13:55
3229,661,TXN-000661,2,89,SKU-00089,GardenFresh Tomatoes,Produce,25.96,25.96,1,25.96,25.96,0.0,8.0,2.08,,2025-02-05 15:13:55
3230,661,TXN-000661,3,121,SKU-00121,GardenFresh Apples,Produce,7.48,7.48,2,14.96,14.96,0.0,8.0,1.2,,2025-02-05 15:13:55
3231,661,TXN-000661,4,13,SKU-00013,BlueOcean Fish Fingers,Seafood,35.09,35.09,1,35.09,35.09,0.0,8.0,2.81,,2025-02-05 15:13:55
3232,662,TXN-000662,1,149,SKU-00149,CoolSip Apple Juice,Beverages,4.29,4.29,2,8.58,8.58,0.0,8.0,0.69,,2024-10-29 11:25:41
3233,662,TXN-000662,2,6,SKU-00006,GoldenLoaf White Bread,Bakery,26.17,26.17,2,52.34,52.34,0.0,8.0,4.19,,2024-10-29 11:25:41
3234,662,TXN-000662,3,125,SKU-00125,GreenFields Apples,Produce,9.57,9.57,1,9.57,9.57,0.0,8.0,0.77,,2024-10-29 11:25:41
3235,662,TXN-000662,4,113,SKU-00113,SeaHarvest Salmon Fillet,Seafood,14.31,14.31,2,28.62,28.62,0.0,8.0,2.29,,2024-10-29 11:25:41
3236,663,TXN-000663,1,108,SKU-00108,SeaHarvest Prawns,Seafood,53.8,53.8,1,53.8,53.8,0.0,8.0,4.3,,2025-03-25 15:47:40
3237,663,TXN-000663,2,20,SKU-00020,FarmHouse Yogurt,Dairy,26.18,26.18,3,78.54,78.54,0.0,8.0,6.28,,2025-03-25 15:47:40
3238,663,TXN-000663,3,145,SKU-00145,GreenFields Tomatoes,Produce,1.24,1.24,3,3.72,3.72,0.0,8.0,0.3,,2025-03-25 15:47:40
3239,663,TXN-000663,4,136,SKU-00136,MeadowFresh Milk,Dairy,12.07,12.07,1,12.07,12.07,0.0,8.0,0.97,,2025-03-25 15:47:40
3240,663,TXN-000663,5,139,SKU-00139,MilkyWay Milk,Dairy,14.95,14.95,2,29.9,29.9,0.0,8.0,2.39,,2025-03-25 15:47:40
3241,664,TXN-000664,1,141,SKU-00141,HappySnacks Potato Chips,Snacks,33.49,33.49,4,133.96,133.96,0.0,8.0,10.72,,2025-01-21 11:56:14
3242,664,TXN-000664,2,39,SKU-00039,FrostyFoods Ice Cream,Frozen,2.42,2.42,2,4.84,4.84,0.0,8.0,0.39,,2025-01-21 11:56:14
3243,664,TXN-000664,3,104,SKU-00104,ThirstQuench Apple Juice,Beverages,11.66,11.08,2,23.32,22.16,1.16,8.0,1.77,BULK5,2025-01-21 11:56:14
3244,665,TXN-000665,1,10,SKU-00010,DailyBake Muffins,Bakery,28.73,27.29,3,86.19,81.87,4.32,8.0,6.55,WEEKEND5,2024-03-03 16:24:12
3245,665,TXN-000665,2,25,SKU-00025,PrimeChoice Minced Beef,Meat,16.72,16.72,2,33.44,33.44,0.0,8.0,2.68,,2024-03-03 16:24:12
3246,665,TXN-000665,3,8,SKU-00008,PureGlow Toothpaste,Personal Care,18.08,17.18,1,18.08,17.18,0.9,8.0,1.37,WEEKEND5,2024-03-03 16:24:12
3247,665,TXN-000665,4,121,SKU-00121,GardenFresh Apples,Produce,7.48,6.36,3,22.44,19.08,3.36,8.0,1.53,MEMBER15,2024-03-03 16:24:12
3248,665,TXN-000665,5,118,SKU-00118,MeadowFresh Milk,Dairy,13.27,13.27,1,13.27,13.27,0.0,8.0,1.06,,2024-03-03 16:24:12
3249,665,TXN-000665,6,26,SKU-00026,FarmHouse Milk,Dairy,6.78,6.78,2,13.56,13.56,0.0,8.0,1.08,,2024-03-03 16:24:12
3250,665,TXN-000665,7,114,SKU-00114,FrostyFoods Frozen Pizza,Frozen,35.1,35.1,2,70.2,70.2,0.0,8.0,5.62,,2024-03-03 16:24:12
3251,666,TXN-000666,1,81,SKU-00081,ThirstQuench Cola,Beverages,37.45,37.45,2,74.9,74.9,0.0,8.0,5.99,,2024-02-13 12:01:36
3252,666,TXN-000666,2,141,SKU-00141,HappySnacks Potato Chips,Snacks,33.49,33.49,2,66.98,66.98,0.0,8.0,5.36,,2024-02-13 12:01:36
3253,666,TXN-000666,3,134,SKU-00134,HarmonyCare Body Wash,Personal Care,8.59,8.59,2,17.18,17.18,0.0,8.0,1.37,,2024-02-13 12:01:36
3254,666,TXN-000666,4,57,SKU-00057,CleanHome Laundry Detergent,Household,31.56,31.56,2,63.12,63.12,0.0,8.0,5.05,,2024-02-13 12:01:36
3255,666,TXN-000666,5,70,SKU-00070,HappySnacks Trail Mix,Snacks,27.28,27.28,3,81.84,81.84,0.0,8.0,6.55,,2024-02-13 12:01:36
3256,666,TXN-000666,6,33,SKU-00033,GoldenLoaf White Bread,Bakery,21.53,21.53,3,64.59,64.59,0.0,8.0,5.17,,2024-02-13 12:01:36
3257,666,TXN-000666,7,36,SKU-00036,MeadowFresh Cheese,Dairy,35.49,33.72,3,106.47,101.16,5.31,8.0,8.09,BULK5,2024-02-13 12:01:36
3258,667,TXN-000667,1,35,SKU-00035,PureGlow Hand Soap,Personal Care,31.36,29.79,2,62.72,59.58,3.14,8.0,4.77,BULK5,2025-02-04 14:54:16
3259,667,TXN-000667,2,145,SKU-00145,GreenFields Tomatoes,Produce,1.24,1.24,1,1.24,1.24,0.0,8.0,0.1,,2025-02-04 14:54:16
3260,667,TXN-000667,3,26,SKU-00026,FarmHouse Milk,Dairy,6.78,6.78,3,20.34,20.34,0.0,8.0,1.63,,2025-02-04 14:54:16
3261,667,TXN-000667,4,142,SKU-00142,FarmHouse Cheese,Dairy,4.02,4.02,3,12.06,12.06,0.0,8.0,0.96,,2025-02-04 14:54:16
3262,668,TXN-000668,1,96,SKU-00096,FarmHouse Yogurt,Dairy,4.82,4.82,3,14.46,14.46,0.0,8.0,1.16,,2024-04-12 14:05:34
3263,668,TXN-000668,2,113,SKU-00113,SeaHarvest Salmon Fillet,Seafood,14.31,14.31,1,14.31,14.31,0.0,8.0,1.14,,2024-04-12 14:05:34
3264,668,TXN-000668,3,29,SKU-00029,ArcticFresh Fish Fillets,Frozen,2.06,2.06,1,2.06,2.06,0.0,8.0,0.16,,2024-04-12 14:05:34
3265,668,TXN-000668,4,91,SKU-00091,PrimeChoice Chicken Breast,Meat,28.49,28.49,1,28.49,28.49,0.0,8.0,2.28,,2024-04-12 14:05:34
3266,668,TXN-000668,5,100,SKU-00100,SnackTime Biscuits,Snacks,29.48,29.48,4,117.92,117.92,0.0,8.0,9.43,,2024-04-12 14:05:34
3267,668,TXN-000668,6,145,SKU-00145,GreenFields Tomatoes,Produce,1.24,1.24,4,4.96,4.96,0.0,8.0,0.4,,2024-04-12 14:05:34
3268,668,TXN-000668,7,84,SKU-00084,ArcticFresh Fish Fillets,Frozen,34.15,34.15,1,34.15,34.15,0.0,8.0,2.73,,2024-04-12 14:05:34
3269,669,TXN-000669,1,68,SKU-00068,PrimeChoice Chicken Breast,Meat,17.85,16.96,1,17.85,16.96,0.89,8.0,1.36,BULK5,2024-07-19 12:30:36
3270,669,TXN-000669,2,58,SKU-00058,GardenFresh Tomatoes,Produce,16.74,16.74,1,16.74,16.74,0.0,8.0,1.34,,2024-07-19 12:30:36
3271,669,TXN-000669,3,124,SKU-00124,SparklePro Dishwashing Liquid,Household,41.98,41.98,1,41.98,41.98,0.0,8.0,3.36,,2024-07-19 12:30:36
3272,669,TXN-000669,4,73,SKU-00073,SeaHarvest Fish Fingers,Seafood,16.74,15.9,2,33.48,31.8,1.68,8.0,2.54,BULK5,2024-07-19 12:30:36
3273,669,TXN-000669,5,93,SKU-00093,FrostyFoods Fish Fillets,Frozen,8.17,8.17,4,32.68,32.68,0.0,8.0,2.61,,2024-07-19 12:30:36
3274,670,TXN-000670,1,22,SKU-00022,HarmonyCare Hand Soap,Personal Care,8.99,8.54,2,17.98,17.08,0.9,8.0,1.37,BULK5,2024-07-16 17:21:43
3275,670,TXN-000670,2,51,SKU-00051,GardenFresh Apples,Produce,27.72,27.72,4,110.88,110.88,0.0,8.0,8.87,,2024-07-16 17:21:43
3276,670,TXN-000670,3,31,SKU-00031,FrostyFoods Frozen Peas,Frozen,28.96,27.51,2,57.92,55.02,2.9,8.0,4.4,BULK5,2024-07-16 17:21:43
3277,670,TXN-000670,4,49,SKU-00049,HappySnacks Potato Chips,Snacks,5.85,5.85,1,5.85,5.85,0.0,8.0,0.47,,2024-07-16 17:21:43
3278,670,TXN-000670,5,34,SKU-00034,HappySnacks Potato Chips,Snacks,18.55,18.55,5,92.75,92.75,0.0,8.0,7.42,,2024-07-16 17:21:43
3279,670,TXN-000670,6,32,SKU-00032,GoldenLoaf Croissant,Bakery,44.22,42.01,1,44.22,42.01,2.21,8.0,3.36,BULK5,2024-07-16 17:21:43
3280,670,TXN-000670,7,72,SKU-00072,FrostyFoods Frozen Peas,Frozen,34.87,33.13,1,34.87,33.13,1.74,8.0,2.65,BULK5,2024-07-16 17:21:43
3281,671,TXN-000671,1,30,SKU-00030,DailyBake Muffins,Bakery,11.93,11.93,2,23.86,23.86,0.0,8.0,1.91,,2024-10-23 18:48:28
3282,671,TXN-000671,2,64,SKU-00064,SeaHarvest Salmon Fillet,Seafood,48.97,48.97,2,97.94,97.94,0.0,8.0,7.84,,2024-10-23 18:48:28
3283,671,TXN-000671,3,104,SKU-00104,ThirstQuench Apple Juice,Beverages,11.66,11.66,4,46.64,46.64,0.0,8.0,3.73,,2024-10-23 18:48:28
3284,672,TXN-000672,1,24,SKU-00024,CoolSip Green Tea,Beverages,19.13,19.13,4,76.52,76.52,0.0,8.0,6.12,,2025-04-21 09:57:57
3285,672,TXN-000672,2,2,SKU-00002,HappySnacks Chocolate Bar,Snacks,24.41,24.41,3,73.23,73.23,0.0,8.0,5.86,,2025-04-21 09:57:57
3286,672,TXN-000672,3,73,SKU-00073,SeaHarvest Fish Fingers,Seafood,16.74,16.74,2,33.48,33.48,0.0,8.0,2.68,,2025-04-21 09:57:57
3287,673,TXN-000673,1,14,SKU-00014,CleanHome Paper Towels,Household,29.38,29.38,1,29.38,29.38,0.0,8.0,2.35,,2024-07-05 20:46:11
3288,673,TXN-000673,2,68,SKU-00068,PrimeChoice Chicken Breast,Meat,17.85,16.96,2,35.7,33.92,1.78,8.0,2.71,BULK5,2024-07-05 20:46:11
3289,673,TXN-000673,3,79,SKU-00079,CitrusBurst Green Tea,Beverages,10.09,10.09,3,30.27,30.27,0.0,8.0,2.42,,2024-07-05 20:46:11
3290,673,TXN-000673,4,101,SKU-00101,SparklePro Dishwashing Liquid,Household,24.88,24.88,2,49.76,49.76,0.0,8.0,3.98,,2024-07-05 20:46:11
3291,673,TXN-000673,5,139,SKU-00139,MilkyWay Milk,Dairy,14.95,14.95,2,29.9,29.9,0.0,8.0,2.39,,2024-07-05 20:46:11
3292,673,TXN-000673,6,61,SKU-00061,FrostyFoods Frozen Pizza,Frozen,19.69,19.69,4,78.76,78.76,0.0,8.0,6.3,,2024-07-05 20:46:11
3293,673,TXN-000673,7,24,SKU-00024,CoolSip Green Tea,Beverages,19.13,19.13,4,76.52,76.52,0.0,8.0,6.12,,2024-07-05 20:46:11
3294,674,TXN-000674,1,118,SKU-00118,MeadowFresh Milk,Dairy,13.27,13.27,3,39.81,39.81,0.0,8.0,3.18,,2025-02-25 16:08:28
3295,674,TXN-000674,2,18,SKU-00018,MilkyWay Yogurt,Dairy,9.35,9.35,1,9.35,9.35,0.0,8.0,0.75,,2025-02-25 16:08:28
3296,674,TXN-000674,3,135,SKU-00135,CoolSip Orange Juice,Beverages,15.99,15.99,2,31.98,31.98,0.0,8.0,2.56,,2025-02-25 16:08:28
3297,674,TXN-000674,4,69,SKU-00069,FrostyFoods Frozen Pizza,Frozen,5.38,5.38,1,5.38,5.38,0.0,8.0,0.43,,2025-02-25 16:08:28
3298,674,TXN-000674,5,141,SKU-00141,HappySnacks Potato Chips,Snacks,33.49,33.49,4,133.96,133.96,0.0,8.0,10.72,,2025-02-25 16:08:28
3299,674,TXN-000674,6,65,SKU-00065,ButcherSelect Pork Chops,Meat,33.12,33.12,1,33.12,33.12,0.0,8.0,2.65,,2025-02-25 16:08:28
3300,674,TXN-000674,7,44,SKU-00044,CrunchyBite Potato Chips,Snacks,16.23,15.42,4,64.92,61.68,3.24,8.0,4.93,BULK5,2025-02-25 16:08:28
3301,675,TXN-000675,1,95,SKU-00095,FarmHouse Yogurt,Dairy,6.68,6.68,3,20.04,20.04,0.0,8.0,1.6,,2024-02-04 13:05:39
3302,675,TXN-000675,2,56,SKU-00056,SnackTime Biscuits,Snacks,11.4,11.4,2,22.8,22.8,0.0,8.0,1.82,,2024-02-04 13:05:39
3303,675,TXN-000675,3,123,SKU-00123,PureGlow Hand Soap,Personal Care,32.48,32.48,1,32.48,32.48,0.0,8.0,2.6,,2024-02-04 13:05:39
3304,675,TXN-000675,4,149,SKU-00149,CoolSip Apple Juice,Beverages,4.29,4.29,2,8.58,8.58,0.0,8.0,0.69,,2024-02-04 13:05:39
3305,675,TXN-000675,5,3,SKU-00003,FarmHouse Yogurt,Dairy,17.16,17.16,1,17.16,17.16,0.0,8.0,1.37,,2024-02-04 13:05:39
3306,675,TXN-000675,6,28,SKU-00028,CitrusBurst Cola,Beverages,1.25,1.19,1,1.25,1.19,0.06,8.0,0.1,WEEKEND5,2024-02-04 13:05:39
3307,675,TXN-000675,7,6,SKU-00006,GoldenLoaf White Bread,Bakery,26.17,26.17,1,26.17,26.17,0.0,8.0,2.09,,2024-02-04 13:05:39
3308,675,TXN-000675,8,48,SKU-00048,SparklePro Laundry Detergent,Household,20.57,20.57,1,20.57,20.57,0.0,8.0,1.65,,2024-02-04 13:05:39
3309,676,TXN-000676,1,51,SKU-00051,GardenFresh Apples,Produce,27.72,27.72,2,55.44,55.44,0.0,8.0,4.44,,2025-04-24 21:39:10
3310,676,TXN-000676,2,27,SKU-00027,GoldenLoaf Muffins,Bakery,39.81,37.82,2,79.62,75.64,3.98,8.0,6.05,BULK5,2025-04-24 21:39:10
3311,676,TXN-000676,3,82,SKU-00082,CrunchyBite Trail Mix,Snacks,3.36,3.36,2,6.72,6.72,0.0,8.0,0.54,,2025-04-24 21:39:10
3312,676,TXN-000676,4,54,SKU-00054,ButcherSelect Chicken Breast,Meat,33.21,33.21,1,33.21,33.21,0.0,8.0,2.66,,2025-04-24 21:39:10
3313,677,TXN-000677,1,111,SKU-00111,HarmonyCare Body Wash,Personal Care,10.39,9.87,2,20.78,19.74,1.04,8.0,1.58,BULK5,2024-03-29 22:44:02
3314,677,TXN-000677,2,139,SKU-00139,MilkyWay Milk,Dairy,14.95,14.95,2,29.9,29.9,0.0,8.0,2.39,,2024-03-29 22:44:02
3315,678,TXN-000678,1,44,SKU-00044,CrunchyBite Potato Chips,Snacks,16.23,16.23,5,81.15,81.15,0.0,8.0,6.49,,2024-07-25 17:14:45
3316,678,TXN-000678,2,96,SKU-00096,FarmHouse Yogurt,Dairy,4.82,4.82,3,14.46,14.46,0.0,8.0,1.16,,2024-07-25 17:14:45
3317,678,TXN-000678,3,4,SKU-00004,GoldenLoaf Croissant,Bakery,34.9,34.9,2,69.8,69.8,0.0,8.0,5.58,,2024-07-25 17:14:45
3318,678,TXN-000678,4,26,SKU-00026,FarmHouse Milk,Dairy,6.78,6.78,2,13.56,13.56,0.0,8.0,1.08,,2024-07-25 17:14:45
3319,678,TXN-000678,5,62,SKU-00062,SparklePro Trash Bags,Household,4.42,4.2,1,4.42,4.2,0.22,8.0,0.34,BULK5,2024-07-25 17:14:45
3320,679,TXN-000679,1,44,SKU-00044,CrunchyBite Potato Chips,Snacks,16.23,15.42,5,81.15,77.1,4.05,8.0,6.17,BULK5,2024-11-12 16:23:41
3321,679,TXN-000679,2,49,SKU-00049,HappySnacks Potato Chips,Snacks,5.85,5.85,1,5.85,5.85,0.0,8.0,0.47,,2024-11-12 16:23:41
3322,680,TXN-000680,1,80,SKU-00080,CrunchyBite Potato Chips,Snacks,4.51,4.28,5,22.55,21.4,1.15,8.0,1.71,BULK5,2024-07-23 17:38:28
3323,680,TXN-000680,2,141,SKU-00141,HappySnacks Potato Chips,Snacks,33.49,31.82,2,66.98,63.64,3.34,8.0,5.09,BULK5,2024-07-23 17:38:28
3324,680,TXN-000680,3,142,SKU-00142,FarmHouse Cheese,Dairy,4.02,4.02,1,4.02,4.02,0.0,8.0,0.32,,2024-07-23 17:38:28
3325,680,TXN-000680,4,7,SKU-00007,CitrusBurst Orange Juice,Beverages,42.84,40.7,2,85.68,81.4,4.28,8.0,6.51,BULK5,2024-07-23 17:38:28
3326,680,TXN-000680,5,66,SKU-00066,CleanHome Trash Bags,Household,24.92,24.92,2,49.84,49.84,0.0,8.0,3.99,,2024-07-23 17:38:28
3327,680,TXN-000680,6,6,SKU-00006,GoldenLoaf White Bread,Bakery,26.17,26.17,3,78.51,78.51,0.0,8.0,6.28,,2024-07-23 17:38:28
3328,680,TXN-000680,7,41,SKU-00041,SparklePro Paper Towels,Household,20.31,20.31,2,40.62,40.62,0.0,8.0,3.25,,2024-07-23 17:38:28
3329,681,TXN-000681,1,131,SKU-00131,ArcticFresh Frozen Pizza,Frozen,10.99,10.44,4,43.96,41.76,2.2,8.0,3.34,BULK5,2024-08-20 15:23:42
3330,681,TXN-000681,2,29,SKU-00029,ArcticFresh Fish Fillets,Frozen,2.06,2.06,2,4.12,4.12,0.0,8.0,0.33,,2024-08-20 15:23:42
3331,681,TXN-000681,3,85,SKU-00085,PureGlow Body Wash,Personal Care,29.36,29.36,2,58.72,58.72,0.0,8.0,4.7,,2024-08-20 15:23:42
3332,681,TXN-000681,4,80,SKU-00080,CrunchyBite Potato Chips,Snacks,4.51,4.51,1,4.51,4.51,0.0,8.0,0.36,,2024-08-20 15:23:42
3333,681,TXN-000681,5,31,SKU-00031,FrostyFoods Frozen Peas,Frozen,28.96,28.96,2,57.92,57.92,0.0,8.0,4.63,,2024-08-20 15:23:42
3334,682,TXN-000682,1,3,SKU-00003,FarmHouse Yogurt,Dairy,17.16,17.16,2,34.32,34.32,0.0,8.0,2.75,,2024-05-21 18:51:11
3335,682,TXN-000682,2,2,SKU-00002,HappySnacks Chocolate Bar,Snacks,24.41,24.41,3,73.23,73.23,0.0,8.0,5.86,,2024-05-21 18:51:11
3336,682,TXN-000682,3,139,SKU-00139,MilkyWay Milk,Dairy,14.95,14.95,3,44.85,44.85,0.0,8.0,3.59,,2024-05-21 18:51:11
3337,683,TXN-000683,1,30,SKU-00030,DailyBake Muffins,Bakery,11.93,10.14,3,35.79,30.42,5.37,8.0,2.43,MEMBER15,2024-10-20 20:10:11
3338,683,TXN-000683,2,45,SKU-00045,HappySnacks Potato Chips,Snacks,2.39,2.39,5,11.95,11.95,0.0,8.0,0.96,,2024-10-20 20:10:11
3339,683,TXN-000683,3,76,SKU-00076,PrimeChoice Sausages,Meat,52.38,44.52,1,52.38,44.52,7.86,8.0,3.56,MEMBER15,2024-10-20 20:10:11
3340,683,TXN-000683,4,148,SKU-00148,SnackTime Trail Mix,Snacks,2.22,2.22,5,11.1,11.1,0.0,8.0,0.89,,2024-10-20 20:10:11
