sale_item_id,sale_id,product_id,line_number,base_unit_price,sale_unit_price,quantity,line_base_amount,line_sale_amount,line_discount_amount,tax_rate_pct,tax_amount,promotion_code,created_at
3960,814,104,4,11.66,11.08,4,46.64,44.32,2.32,8,3.55,BULK5,8/10/2024 16:45
3961,814,63,5,7.17,7.17,2,14.34,14.34,0,8,1.15,,8/10/2024 16:45
3962,814,7,6,42.84,42.84,6,257.04,257.04,0,8,20.56,,8/10/2024 16:45
3963,815,70,1,27.28,27.28,1,27.28,27.28,0,8,2.18,,25/3/2025 13:29
3964,815,146,2,11.07,11.07,2,22.14,22.14,0,8,1.77,,25/3/2025 13:29
3965,816,137,1,14.84,14.84,1,14.84,14.84,0,8,1.19,,27/2/2024 17:38
3966,816,52,2,32.98,32.98,3,98.94,98.94,0,8,7.92,,27/2/2024 17:38
3967,816,58,3,16.74,16.74,2,33.48,33.48,0,8,2.68,,27/2/2024 17:38
3968,816,46,4,43.06,43.06,4,172.24,172.24,0,8,13.78,,27/2/2024 17:38
3969,816,106,5,5.43,5.16,2,10.86,10.32,0.54,8,0.83,BULK5,27/2/2024 17:38
3970,817,125,1,9.57,9.57,3,28.71,28.71,0,8,2.3,,27/5/2024 12:44
3971,817,46,2,43.06,40.91,4,172.24,163.64,8.6,8,13.09,BULK5,27/5/2024 12:44
3972,817,98,3,28.67,27.24,2,57.34,54.48,2.86,8,4.36,BULK5,27/5/2024 12:44
3973,817,79,4,10.09,10.09,2,20.18,20.18,0,8,1.61,,27/5/2024 12:44
3974,817,75,5,21.35,20.28,1,21.35,20.28,1.07,8,1.62,BULK5,27/5/2024 12:44
3975,817,90,6,22.17,21.06,1,22.17,21.06,1.11,8,1.68,BULK5,27/5/2024 12:44
3976,817,51,7,27.72,27.72,3,83.16,83.16,0,8,6.65,,27/5/2024 12:44
3977,818,95,1,6.68,6.68,3,20.04,20.04,0,8,1.6,,22/4/2025 11:24
3978,818,139,2,14.95,14.95,2,29.9,29.9,0,8,2.39,,22/4/2025 11:24
3979,818,44,3,16.23,16.23,1,16.23,16.23,0,8,1.3,,22/4/2025 11:24
3980,818,15,4,25.44,25.44,2,50.88,50.88,0,8,4.07,,22/4/2025 11:24
3981,818,83,5,19.2,19.2,1,19.2,19.2,0,8,1.54,,22/4/2025 11:24
3982,819,29,1,2.06,1.75,2,4.12,3.5,0.62,8,0.28,MEMBER15,23/3/2025 17:06
3983,819,63,2,7.17,7.17,2,14.34,14.34,0,8,1.15,,23/3/2025 17:06
3984,819,131,3,10.99,9.34,1,10.99,9.34,1.65,8,0.75,MEMBER15,23/3/2025 17:06
3985,819,45,4,2.39,2.27,3,7.17,6.81,0.36,8,0.54,WEEKEND5,23/3/2025 17:06
3986,820,145,1,1.24,1.05,1,1.24,1.05,0.19,8,0.08,MEMBER15,23/2/2025 9:25
3987,820,91,2,28.49,24.22,2,56.98,48.44,8.54,8,3.88,MEMBER15,23/2/2025 9:25
3988,820,127,3,18.2,18.2,1,18.2,18.2,0,8,1.46,,23/2/2025 9:25
3989,820,120,4,23.58,23.58,1,23.58,23.58,0,8,1.89,,23/2/2025 9:25
3990,821,77,1,14.99,14.99,2,29.98,29.98,0,8,2.4,,8/9/2024 13:57
3991,821,63,2,7.17,6.09,2,14.34,12.18,2.16,8,0.97,MEMBER15,8/9/2024 13:57
3992,821,108,3,53.8,53.8,1,53.8,53.8,0,8,4.3,,8/9/2024 13:57
3993,821,133,4,21.12,21.12,1,21.12,21.12,0,8,1.69,,8/9/2024 13:57
3994,821,14,5,29.38,27.91,1,29.38,27.91,1.47,8,2.23,WEEKEND5,8/9/2024 13:57
3995,821,34,6,18.55,14.84,1,18.55,14.84,3.71,8,1.19,FLASH20,8/9/2024 13:57
3996,821,97,7,5.37,4.56,3,16.11,13.68,2.43,8,1.09,MEMBER15,8/9/2024 13:57
3997,821,29,8,2.06,1.96,1,2.06,1.96,0.1,8,0.16,WEEKEND5,8/9/2024 13:57
3998,822,85,1,29.36,29.36,2,58.72,58.72,0,8,4.7,,15/7/2024 10:42
3999,822,121,2,7.48,7.48,3,22.44,22.44,0,8,1.8,,15/7/2024 10:42
4000,823,54,1,33.21,33.21,2,66.42,66.42,0,8,5.31,,7/4/2025 19:53
4001,823,12,2,9.77,9.77,1,9.77,9.77,0,8,0.78,,7/4/2025 19:53
4002,824,139,1,14.95,14.2,2,29.9,28.4,1.5,8,2.27,BULK5,24/3/2025 13:47
4003,824,31,2,28.96,28.96,1,28.96,28.96,0,8,2.32,,24/3/2025 13:47
4004,824,125,3,9.57,9.57,1,9.57,9.57,0,8,0.77,,24/3/2025 13:47
4005,824,79,4,10.09,10.09,1,10.09,10.09,0,8,0.81,,24/3/2025 13:47
4006,824,15,5,25.44,25.44,1,25.44,25.44,0,8,2.04,,24/3/2025 13:47
4007,825,144,1,23.78,23.78,2,47.56,47.56,0,8,3.8,,3/10/2024 14:16
4008,825,61,2,19.69,19.69,2,39.38,39.38,0,8,3.15,,3/10/2024 14:16
4009,826,132,1,27.3,25.93,3,81.9,77.79,4.11,8,6.22,BULK5,4/4/2024 18:59
4010,826,22,2,8.99,8.99,1,8.99,8.99,0,8,0.72,,4/4/2024 18:59
4011,827,97,1,5.37,5.37,2,10.74,10.74,0,8,0.86,,14/6/2024 16:50
4012,827,50,2,3.43,3.43,4,13.72,13.72,0,8,1.1,,14/6/2024 16:50
4013,827,55,3,45.01,45.01,1,45.01,45.01,0,8,3.6,,14/6/2024 16:50
4014,827,74,4,7.31,6.94,4,29.24,27.76,1.48,8,2.22,BULK5,14/6/2024 16:50
4015,827,68,5,17.85,17.85,2,35.7,35.7,0,8,2.86,,14/6/2024 16:50
4016,827,120,6,23.58,23.58,2,47.16,47.16,0,8,3.77,,14/6/2024 16:50
4017,827,116,7,9.93,9.93,1,9.93,9.93,0,8,0.79,,14/6/2024 16:50
4018,828,56,1,11.4,11.4,2,22.8,22.8,0,8,1.82,,13/2/2024 13:42
4019,828,100,2,29.48,29.48,4,117.92,117.92,0,8,9.43,,13/2/2024 13:42
4020,828,5,3,1.64,1.56,2,3.28,3.12,0.16,8,0.25,BULK5,13/2/2024 13:42
4021,828,12,4,9.77,9.77,1,9.77,9.77,0,8,0.78,,13/2/2024 13:42
4022,828,110,5,13.61,13.61,2,27.22,27.22,0,8,2.18,,13/2/2024 13:42
4023,828,121,6,7.48,7.48,2,14.96,14.96,0,8,1.2,,13/2/2024 13:42
4024,828,75,7,21.35,20.28,2,42.7,40.56,2.14,8,3.24,BULK5,13/2/2024 13:42
4025,829,6,1,26.17,24.86,2,52.34,49.72,2.62,8,3.98,WEEKEND5,7/1/2024 9:49
4026,829,61,2,19.69,19.69,3,59.07,59.07,0,8,4.73,,7/1/2024 9:49
4027,829,62,3,4.42,4.42,1,4.42,4.42,0,8,0.35,,7/1/2024 9:49
4028,829,144,4,23.78,23.78,2,47.56,47.56,0,8,3.8,,7/1/2024 9:49
4029,829,37,5,50.04,50.04,3,150.12,150.12,0,8,12.01,,7/1/2024 9:49
4030,829,35,6,31.36,31.36,1,31.36,31.36,0,8,2.51,,7/1/2024 9:49
4031,829,129,7,30.45,27.41,3,91.35,82.23,9.12,8,6.58,PROMO10,7/1/2024 9:49
4032,829,145,8,1.24,1.24,1,1.24,1.24,0,8,0.1,,7/1/2024 9:49
4033,830,89,1,25.96,25.96,3,77.88,77.88,0,8,6.23,,20/1/2025 22:06
4034,830,81,2,37.45,37.45,2,74.9,74.9,0,8,5.99,,20/1/2025 22:06
4035,831,46,1,43.06,43.06,1,43.06,43.06,0,8,3.44,,8/2/2024 21:32
4036,831,101,2,24.88,24.88,2,49.76,49.76,0,8,3.98,,8/2/2024 21:32
4037,831,56,3,11.4,11.4,1,11.4,11.4,0,8,0.91,,8/2/2024 21:32
4038,831,115,4,2.28,2.28,3,6.84,6.84,0,8,0.55,,8/2/2024 21:32
4039,831,146,5,11.07,11.07,1,11.07,11.07,0,8,0.89,,8/2/2024 21:32
4040,832,5,1,1.64,1.64,1,1.64,1.64,0,8,0.13,,4/10/2024 8:23
4041,832,36,2,35.49,35.49,3,106.47,106.47,0,8,8.52,,4/10/2024 8:23
4042,832,10,3,28.73,28.73,2,57.46,57.46,0,8,4.6,,4/10/2024 8:23
4043,832,3,4,17.16,17.16,1,17.16,17.16,0,8,1.37,,4/10/2024 8:23
4044,832,72,5,34.87,34.87,2,69.74,69.74,0,8,5.58,,4/10/2024 8:23
4045,833,129,1,30.45,30.45,4,121.8,121.8,0,8,9.74,,30/5/2025 15:57
4046,833,24,2,19.13,18.17,1,19.13,18.17,0.96,8,1.45,BULK5,30/5/2025 15:57
4047,833,94,3,26.41,26.41,1,26.41,26.41,0,8,2.11,,30/5/2025 15:57
4048,833,13,4,35.09,35.09,1,35.09,35.09,0,8,2.81,,30/5/2025 15:57
4049,833,87,5,1.89,1.8,1,1.89,1.8,0.09,8,0.14,BULK5,30/5/2025 15:57
4050,834,144,1,23.78,23.78,1,23.78,23.78,0,8,1.9,,3/2/2025 16:13
4051,834,134,2,8.59,8.59,2,17.18,17.18,0,8,1.37,,3/2/2025 16:13
4052,834,136,3,12.07,11.47,3,36.21,34.41,1.8,8,2.75,BULK5,3/2/2025 16:13
4053,834,58,4,16.74,16.74,1,16.74,16.74,0,8,1.34,,3/2/2025 16:13
4054,834,33,5,21.53,21.53,1,21.53,21.53,0,8,1.72,,3/2/2025 16:13
4055,835,119,1,4.45,4.45,1,4.45,4.45,0,8,0.36,,22/3/2024 10:51
4056,835,20,2,26.18,26.18,2,52.36,52.36,0,8,4.19,,22/3/2024 10:51
4057,835,14,3,29.38,29.38,2,58.76,58.76,0,8,4.7,,22/3/2024 10:51
4058,835,40,4,3.29,3.29,1,3.29,3.29,0,8,0.26,,22/3/2024 10:51
4059,835,43,5,64.95,64.95,1,64.95,64.95,0,8,5.2,,22/3/2024 10:51
4060,836,79,1,10.09,10.09,1,10.09,10.09,0,8,0.81,,3/10/2024 11:08
4061,836,126,2,25.36,24.09,3,76.08,72.27,3.81,8,5.78,BULK5,3/10/2024 11:08
4062,836,15,3,25.44,25.44,1,25.44,25.44,0,8,2.04,,3/10/2024 11:08
4063,836,93,4,8.17,8.17,2,16.34,16.34,0,8,1.31,,3/10/2024 11:08
4064,837,71,1,32.36,30.74,2,64.72,61.48,3.24,8,4.92,BULK5,14/2/2024 20:27
4065,837,58,2,16.74,16.74,2,33.48,33.48,0,8,2.68,,14/2/2024 20:27
4066,837,24,3,19.13,19.13,4,76.52,76.52,0,8,6.12,,14/2/2024 20:27
4067,838,129,1,30.45,30.45,2,60.9,60.9,0,8,4.87,,25/3/2025 10:28
4068,838,34,2,18.55,18.55,4,74.2,74.2,0,8,5.94,,25/3/2025 10:28
4069,838,44,3,16.23,16.23,4,64.92,64.92,0,8,5.19,,25/3/2025 10:28
4070,838,77,4,14.99,14.24,3,44.97,42.72,2.25,8,3.42,BULK5,25/3/2025 10:28
4071,838,109,5,61.9,58.8,1,61.9,58.8,3.1,8,4.7,BULK5,25/3/2025 10:28
4072,838,73,6,16.74,15.9,1,16.74,15.9,0.84,8,1.27,BULK5,25/3/2025 10:28
4073,839,100,1,29.48,29.48,1,29.48,29.48,0,8,2.36,,23/10/2024 12:50
4074,839,26,2,6.78,6.78,3,20.34,20.34,0,8,1.63,,23/10/2024 12:50
4075,840,52,1,32.98,31.33,3,98.94,93.99,4.95,8,7.52,WEEKEND5,24/3/2024 16:53
4076,840,57,2,31.56,26.83,2,63.12,53.66,9.46,8,4.29,MEMBER15,24/3/2024 16:53
4077,840,62,3,4.42,3.76,1,4.42,3.76,0.66,8,0.3,MEMBER15,24/3/2024 16:53
4078,840,121,4,7.48,7.48,1,7.48,7.48,0,8,0.6,,24/3/2024 16:53
4079,840,74,5,7.31,6.94,1,7.31,6.94,0.37,8,0.56,WEEKEND5,24/3/2024 16:53
4080,841,129,1,30.45,30.45,1,30.45,30.45,0,8,2.44,,2/4/2024 13:11
4081,841,24,2,19.13,19.13,3,57.39,57.39,0,8,4.59,,2/4/2024 13:11
4082,841,121,3,7.48,7.11,1,7.48,7.11,0.37,8,0.57,BULK5,2/4/2024 13:11
4083,842,5,1,1.64,1.56,1,1.64,1.56,0.08,8,0.12,BULK5,11/12/2024 22:58
4084,842,145,2,1.24,1.18,3,3.72,3.54,0.18,8,0.28,BULK5,11/12/2024 22:58
4085,842,40,3,3.29,3.29,1,3.29,3.29,0,8,0.26,,11/12/2024 22:58
4086,842,78,4,52.88,50.24,1,52.88,50.24,2.64,8,4.02,BULK5,11/12/2024 22:58
4087,842,91,5,28.49,28.49,1,28.49,28.49,0,8,2.28,,11/12/2024 22:58
4088,842,142,6,4.02,4.02,2,8.04,8.04,0,8,0.64,,11/12/2024 22:58
4089,842,143,7,17.09,17.09,2,34.18,34.18,0,8,2.73,,11/12/2024 22:58
4090,843,24,1,19.13,19.13,1,19.13,19.13,0,8,1.53,,25/9/2024 17:54
4091,843,75,2,21.35,21.35,2,42.7,42.7,0,8,3.42,,25/9/2024 17:54
4092,843,149,3,4.29,4.08,2,8.58,8.16,0.42,8,0.65,BULK5,25/9/2024 17:54
4093,843,88,4,45.96,45.96,2,91.92,91.92,0,8,7.35,,25/9/2024 17:54
4094,843,25,5,16.72,16.72,1,16.72,16.72,0,8,1.34,,25/9/2024 17:54
4095,843,89,6,25.96,25.96,2,51.92,51.92,0,8,4.15,,25/9/2024 17:54
4096,844,101,1,24.88,24.88,1,24.88,24.88,0,8,1.99,,11/1/2024 10:58
4097,844,148,2,2.22,2.22,3,6.66,6.66,0,8,0.53,,11/1/2024 10:58
4098,844,42,3,12.73,12.09,3,38.19,36.27,1.92,8,2.9,BULK5,11/1/2024 10:58
4099,845,124,1,41.98,41.98,1,41.98,41.98,0,8,3.36,,30/6/2024 15:17
4100,845,138,2,71.21,71.21,1,71.21,71.21,0,8,5.7,,30/6/2024 15:17
4101,845,146,3,11.07,11.07,2,22.14,22.14,0,8,1.77,,30/6/2024 15:17
4102,845,129,4,30.45,27.41,2,60.9,54.82,6.08,8,4.39,PROMO10,30/6/2024 15:17
4103,845,47,5,34.55,29.37,2,69.1,58.74,10.36,8,4.7,MEMBER15,30/6/2024 15:17
4104,845,89,6,25.96,24.66,1,25.96,24.66,1.3,8,1.97,WEEKEND5,30/6/2024 15:17
4105,845,145,7,1.24,1.24,1,1.24,1.24,0,8,0.1,,30/6/2024 15:17
4106,845,57,8,31.56,31.56,2,63.12,63.12,0,8,5.05,,30/6/2024 15:17
4107,846,9,1,29.63,29.63,2,59.26,59.26,0,8,4.74,,19/1/2024 14:28
4108,846,72,2,34.87,34.87,1,34.87,34.87,0,8,2.79,,19/1/2024 14:28
4109,846,17,3,18.3,18.3,2,36.6,36.6,0,8,2.93,,19/1/2024 14:28
4110,846,146,4,11.07,11.07,1,11.07,11.07,0,8,0.89,,19/1/2024 14:28
4111,846,5,5,1.64,1.64,2,3.28,3.28,0,8,0.26,,19/1/2024 14:28
4112,846,148,6,2.22,2.22,2,4.44,4.44,0,8,0.36,,19/1/2024 14:28
4113,846,54,7,33.21,33.21,2,66.42,66.42,0,8,5.31,,19/1/2024 14:28
4114,847,106,1,5.43,5.43,1,5.43,5.43,0,8,0.43,,24/6/2024 20:55
4115,847,74,2,7.31,7.31,2,14.62,14.62,0,8,1.17,,24/6/2024 20:55
4116,847,77,3,14.99,14.99,2,29.98,29.98,0,8,2.4,,24/6/2024 20:55
4117,847,80,4,4.51,4.51,3,13.53,13.53,0,8,1.08,,24/6/2024 20:55
4118,847,19,5,10.15,10.15,2,20.3,20.3,0,8,1.62,,24/6/2024 20:55
4119,847,135,6,15.99,15.99,2,31.98,31.98,0,8,2.56,,24/6/2024 20:55
4120,848,53,1,18.99,18.99,3,56.97,56.97,0,8,4.56,,12/1/2024 8:19
4121,848,148,2,2.22,2.22,3,6.66,6.66,0,8,0.53,,12/1/2024 8:19
4122,848,121,3,7.48,7.48,1,7.48,7.48,0,8,0.6,,12/1/2024 8:19
4123,848,3,4,17.16,17.16,3,51.48,51.48,0,8,4.12,,12/1/2024 8:19
4124,848,19,5,10.15,10.15,2,20.3,20.3,0,8,1.62,,12/1/2024 8:19
4125,848,75,6,21.35,21.35,3,64.05,64.05,0,8,5.12,,12/1/2024 8:19
4126,849,44,1,16.23,12.98,4,64.92,51.92,13,8,4.15,FLASH20,6/10/2024 16:56
4127,849,41,2,20.31,20.31,1,20.31,20.31,0,8,1.62,,6/10/2024 16:56
4128,849,19,3,10.15,10.15,2,20.3,20.3,0,8,1.62,,6/10/2024 16:56
4129,849,82,4,3.36,3.19,2,6.72,6.38,0.34,8,0.51,WEEKEND5,6/10/2024 16:56
4130,850,81,1,37.45,37.45,3,112.35,112.35,0,8,8.99,,29/3/2024 15:49
4131,850,143,2,17.09,17.09,1,17.09,17.09,0,8,1.37,,29/3/2024 15:49
4132,850,93,3,8.17,8.17,3,24.51,24.51,0,8,1.96,,29/3/2024 15:49
4133,850,70,4,27.28,27.28,2,54.56,54.56,0,8,4.36,,29/3/2024 15:49
4134,850,44,5,16.23,15.42,1,16.23,15.42,0.81,8,1.23,BULK5,29/3/2024 15:49
4135,850,111,6,10.39,10.39,2,20.78,20.78,0,8,1.66,,29/3/2024 15:49
4136,850,84,7,34.15,34.15,1,34.15,34.15,0,8,2.73,,29/3/2024 15:49
4137,851,11,1,14.55,14.55,1,14.55,14.55,0,8,1.16,,8/3/2025 12:06
4138,851,23,2,16.85,16.85,2,33.7,33.7,0,8,2.7,,8/3/2025 12:06
4139,851,83,3,19.2,19.2,2,38.4,38.4,0,8,3.07,,8/3/2025 12:06
4140,851,115,4,2.28,1.94,1,2.28,1.94,0.34,8,0.16,MEMBER15,8/3/2025 12:06
4141,851,114,5,35.1,29.84,1,35.1,29.84,5.26,8,2.39,MEMBER15,8/3/2025 12:06
4142,851,121,6,7.48,7.11,2,14.96,14.22,0.74,8,1.14,WEEKEND5,8/3/2025 12:06
4143,852,115,1,2.28,2.28,1,2.28,2.28,0,8,0.18,,9/5/2025 20:20
4144,852,145,2,1.24,1.24,4,4.96,4.96,0,8,0.4,,9/5/2025 20:20
4145,852,123,3,32.48,30.86,2,64.96,61.72,3.24,8,4.94,BULK5,9/5/2025 20:20
4146,852,48,4,20.57,20.57,2,41.14,41.14,0,8,3.29,,9/5/2025 20:20
4147,852,100,5,29.48,28.01,3,88.44,84.03,4.41,8,6.72,BULK5,9/5/2025 20:20
4148,853,149,1,4.29,4.29,2,8.58,8.58,0,8,0.69,,5/4/2024 12:40
4149,853,43,2,64.95,64.95,1,64.95,64.95,0,8,5.2,,5/4/2024 12:40
4150,853,55,3,45.01,45.01,2,90.02,90.02,0,8,7.2,,5/4/2024 12:40
4151,853,121,4,7.48,7.48,4,29.92,29.92,0,8,2.39,,5/4/2024 12:40
4152,853,70,5,27.28,25.92,4,109.12,103.68,5.44,8,8.29,BULK5,5/4/2024 12:40
4153,854,144,1,23.78,23.78,2,47.56,47.56,0,8,3.8,,7/4/2024 14:25
4154,854,103,2,31.2,31.2,2,62.4,62.4,0,8,4.99,,7/4/2024 14:25
4155,854,140,3,38.31,36.39,2,76.62,72.78,3.84,8,5.82,WEEKEND5,7/4/2024 14:25
4156,854,110,4,13.61,11.57,2,27.22,23.14,4.08,8,1.85,MEMBER15,7/4/2024 14:25
4157,855,7,1,42.84,40.7,3,128.52,122.1,6.42,8,9.77,WEEKEND5,27/7/2024 13:03
4158,855,124,2,41.98,41.98,1,41.98,41.98,0,8,3.36,,27/7/2024 13:03
4159,855,40,3,3.29,3.13,1,3.29,3.13,0.16,8,0.25,WEEKEND5,27/7/2024 13:03
4160,855,45,4,2.39,1.91,2,4.78,3.82,0.96,8,0.31,FLASH20,27/7/2024 13:03
4161,855,74,5,7.31,6.58,1,7.31,6.58,0.73,8,0.53,PROMO10,27/7/2024 13:03
4162,855,139,6,14.95,12.71,2,29.9,25.42,4.48,8,2.03,MEMBER15,27/7/2024 13:03
4163,856,146,1,11.07,11.07,3,33.21,33.21,0,8,2.66,,18/1/2024 10:19
4164,856,89,2,25.96,25.96,1,25.96,25.96,0,8,2.08,,18/1/2024 10:19
4165,857,123,1,32.48,30.86,1,32.48,30.86,1.62,8,2.47,WEEKEND5,10/8/2024 17:03
4166,857,98,2,28.67,27.24,3,86.01,81.72,4.29,8,6.54,WEEKEND5,10/8/2024 17:03
4167,857,143,3,17.09,17.09,2,34.18,34.18,0,8,2.73,,10/8/2024 17:03
4168,857,87,4,1.89,1.89,1,1.89,1.89,0,8,0.15,,10/8/2024 17:03
4169,858,24,1,19.13,19.13,1,19.13,19.13,0,8,1.53,,18/5/2025 15:10
4170,858,15,2,25.44,25.44,1,25.44,25.44,0,8,2.04,,18/5/2025 15:10
4171,858,147,3,11.76,10.58,4,47.04,42.32,4.72,8,3.39,PROMO10,18/5/2025 15:10
4172,858,38,4,21.83,20.74,1,21.83,20.74,1.09,8,1.66,WEEKEND5,18/5/2025 15:10
4173,858,17,5,18.3,17.39,2,36.6,34.78,1.82,8,2.78,WEEKEND5,18/5/2025 15:10
4174,858,18,6,9.35,9.35,1,9.35,9.35,0,8,0.75,,18/5/2025 15:10
4175,858,20,7,26.18,26.18,2,52.36,52.36,0,8,4.19,,18/5/2025 15:10
4176,858,79,8,10.09,9.59,3,30.27,28.77,1.5,8,2.3,WEEKEND5,18/5/2025 15:10
4177,859,58,1,16.74,15.9,1,16.74,15.9,0.84,8,1.27,WEEKEND5,5/1/2025 19:22
4178,859,18,2,9.35,7.95,3,28.05,23.85,4.2,8,1.91,MEMBER15,5/1/2025 19:22
4179,859,116,3,9.93,9.93,3,29.79,29.79,0,8,2.38,,5/1/2025 19:22
4180,859,74,4,7.31,6.94,3,21.93,20.82,1.11,8,1.67,WEEKEND5,5/1/2025 19:22
4181,859,148,5,2.22,2.22,4,8.88,8.88,0,8,0.71,,5/1/2025 19:22
4182,860,141,1,33.49,26.79,5,167.45,133.95,33.5,8,10.72,FLASH20,1/9/2024 17:14
4183,860,44,2,16.23,16.23,5,81.15,81.15,0,8,6.49,,1/9/2024 17:14
4184,860,32,3,44.22,44.22,3,132.66,132.66,0,8,10.61,,1/9/2024 17:14
4185,860,89,4,25.96,22.07,4,103.84,88.28,15.56,8,7.06,MEMBER15,1/9/2024 17:14
4186,860,58,5,16.74,16.74,3,50.22,50.22,0,8,4.02,,1/9/2024 17:14
4187,861,142,1,4.02,3.82,2,8.04,7.64,0.4,8,0.61,BULK5,9/12/2024 17:26
4188,861,44,2,16.23,16.23,5,81.15,81.15,0,8,6.49,,9/12/2024 17:26
4189,861,141,3,33.49,33.49,2,66.98,66.98,0,8,5.36,,9/12/2024 17:26
4190,861,105,4,16.11,15.3,1,16.11,15.3,0.81,8,1.22,BULK5,9/12/2024 17:26
4191,861,32,5,44.22,44.22,3,132.66,132.66,0,8,10.61,,9/12/2024 17:26
4192,861,130,6,41.12,41.12,1,41.12,41.12,0,8,3.29,,9/12/2024 17:26
4193,862,74,1,7.31,7.31,3,21.93,21.93,0,8,1.75,,5/1/2024 17:37
4194,862,1,2,7.75,7.75,1,7.75,7.75,0,8,0.62,,5/1/2024 17:37
4195,862,104,3,11.66,11.08,2,23.32,22.16,1.16,8,1.77,BULK5,5/1/2024 17:37
4196,862,39,4,2.42,2.42,2,4.84,4.84,0,8,0.39,,5/1/2024 17:37
4197,862,76,5,52.38,52.38,1,52.38,52.38,0,8,4.19,,5/1/2024 17:37
4198,863,14,1,29.38,24.97,1,29.38,24.97,4.41,8,2,MEMBER15,25/2/2024 13:56
4199,863,129,2,30.45,24.36,4,121.8,97.44,24.36,8,7.8,FLASH20,25/2/2024 13:56
4200,863,21,3,41.36,41.36,1,41.36,41.36,0,8,3.31,,25/2/2024 13:56
4201,863,37,4,50.04,47.54,2,100.08,95.08,5,8,7.61,WEEKEND5,25/2/2024 13:56
4202,863,116,5,9.93,9.93,2,19.86,19.86,0,8,1.59,,25/2/2024 13:56
4203,863,16,6,9.2,9.2,3,27.6,27.6,0,8,2.21,,25/2/2024 13:56
4204,863,64,7,48.97,48.97,1,48.97,48.97,0,8,3.92,,25/2/2024 13:56
4205,863,26,8,6.78,6.78,1,6.78,6.78,0,8,0.54,,25/2/2024 13:56
4206,863,56,9,11.4,9.12,1,11.4,9.12,2.28,8,0.73,FLASH20,25/2/2024 13:56
4207,864,89,1,25.96,25.96,2,51.92,51.92,0,8,4.15,,30/10/2024 18:58
4208,864,88,2,45.96,45.96,2,91.92,91.92,0,8,7.35,,30/10/2024 18:58
4209,864,146,3,11.07,10.52,1,11.07,10.52,0.55,8,0.84,BULK5,30/10/2024 18:58
4210,864,19,4,10.15,10.15,3,30.45,30.45,0,8,2.44,,30/10/2024 18:58
4211,864,110,5,13.61,12.93,1,13.61,12.93,0.68,8,1.03,BULK5,30/10/2024 18:58
4212,865,81,1,37.45,37.45,2,74.9,74.9,0,8,5.99,,25/7/2024 20:07
4213,865,15,2,25.44,25.44,1,25.44,25.44,0,8,2.04,,25/7/2024 20:07
4214,865,61,3,19.69,19.69,1,19.69,19.69,0,8,1.58,,25/7/2024 20:07
4215,865,9,4,29.63,29.63,1,29.63,29.63,0,8,2.37,,25/7/2024 20:07
4216,866,80,1,4.51,4.28,4,18.04,17.12,0.92,8,1.37,BULK5,22/10/2024 13:23
4217,866,27,2,39.81,39.81,1,39.81,39.81,0,8,3.18,,22/10/2024 13:23
4218,866,41,3,20.31,19.29,1,20.31,19.29,1.02,8,1.54,BULK5,22/10/2024 13:23
4219,867,80,1,4.51,4.51,1,4.51,4.51,0,8,0.36,,7/11/2024 14:27
4220,867,95,2,6.68,6.68,1,6.68,6.68,0,8,0.53,,7/11/2024 14:27
4221,867,125,3,9.57,9.57,2,19.14,19.14,0,8,1.53,,7/11/2024 14:27
4222,868,109,1,61.9,61.9,2,123.8,123.8,0,8,9.9,,16/4/2024 21:37
4223,868,8,2,18.08,18.08,1,18.08,18.08,0,8,1.45,,16/4/2024 21:37
4224,868,112,3,26.45,26.45,2,52.9,52.9,0,8,4.23,,16/4/2024 21:37
4225,868,104,4,11.66,11.66,4,46.64,46.64,0,8,3.73,,16/4/2024 21:37
4226,868,39,5,2.42,2.42,3,7.26,7.26,0,8,0.58,,16/4/2024 21:37
4227,868,88,6,45.96,45.96,1,45.96,45.96,0,8,3.68,,16/4/2024 21:37
4228,869,132,1,27.3,27.3,1,27.3,27.3,0,8,2.18,,15/6/2024 20:07
4229,869,101,2,24.88,23.64,1,24.88,23.64,1.24,8,1.89,WEEKEND5,15/6/2024 20:07
4230,869,79,3,10.09,9.59,4,40.36,38.36,2,8,3.07,WEEKEND5,15/6/2024 20:07
4231,869,66,4,24.92,24.92,1,24.92,24.92,0,8,1.99,,15/6/2024 20:07
4232,870,80,1,4.51,4.28,5,22.55,21.4,1.15,8,1.71,BULK5,20/8/2024 13:35
4233,870,145,2,1.24,1.18,3,3.72,3.54,0.18,8,0.28,BULK5,20/8/2024 13:35
4234,870,120,3,23.58,23.58,1,23.58,23.58,0,8,1.89,,20/8/2024 13:35
4235,870,28,4,1.25,1.25,2,2.5,2.5,0,8,0.2,,20/8/2024 13:35
4236,870,35,5,31.36,31.36,2,62.72,62.72,0,8,5.02,,20/8/2024 13:35
4237,870,81,6,37.45,37.45,3,112.35,112.35,0,8,8.99,,20/8/2024 13:35
4238,871,90,1,22.17,22.17,2,44.34,44.34,0,8,3.55,,16/4/2025 21:51
4239,871,113,2,14.31,14.31,2,28.62,28.62,0,8,2.29,,16/4/2025 21:51
4240,872,36,1,35.49,35.49,3,106.47,106.47,0,8,8.52,,20/7/2024 14:35
4241,872,4,2,34.9,29.66,1,34.9,29.66,5.24,8,2.37,MEMBER15,20/7/2024 14:35
